Export MPAN / MSID,Import MPAN / MSID,Customer Name ,Customer Site ,Address Line 1,Address Line 2,Town/ City ,County ,Postcode ,Country,"Location (X-coordinate):
Eastings (where data is held)","Location (y-coordinate):
Northings (where data is held)",Grid Supply Point,Bulk Supply Point,Primary,"Point of Connection (POC)
Voltage (kV)",Licence Area ,Energy Source 1,Energy Conversion Technology 1,CHP Cogeneration (Yes/No),Storage Capacity 1 (MWh),Storage Duration 1 (Hours),Energy Source & Energy Conversion Technology 1 - Registered Capacity (MW),Energy Source 2,Energy Conversion Technology 2,CHP Cogeneration 2 (Yes/No),Storage Capacity 2 (MWh),Storage Duration 2 (Hours),Energy Source & Energy Conversion Technology 2 - Registered Capacity (MW),Energy Source 3,Energy Conversion Technology 3,CHP Cogeneration 3 (Yes/No),Storage Capacity 3 (MWh),Storage Duration 3 (Hours),Energy Source & Energy Conversion Technology 3 - Registered Capacity (MW),Flexible Connection (Yes/No),Connection Status ,Already connected Registered Capacity (MW) ,Maximum Export Capacity (MW),Maximum Export Capacity (MVA),Maximum Import Capacity (MW),Maximum Import Capacity (MVA),Date Connected,Accepted to Connect Registered Capacity (MW),Change to Maximum Export Capacity (MW) ,Change to Maximum Export Capacity (MVA) ,Change to Maximum Import Capacity (MW) ,Change to Maximum Import Capacity (MVA) ,Date Accepted,Target Energisation Date,Distribution Service Provider (Y/N),Transmission Service Provider (Y/N),Reference,In a Connection Queue (Y/N),Distribution Reinforcement Reference,Transmission Reinforcement Reference,Last Updated,geopoint,Local Authority
2394000113862,Data Not Available,"Newland Farm, Eastrington, Goole","Newland Farm, Eastrington, Goole",Newland Farm,Newland,Goole,North Yorkshire,DN14 7XD,England,480012,429251,Drax,Osgodby 3/4,Thorpe Road,11.0,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.475,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.475,0.475,0.5,Data Not Available,Data Not Available,2014-06-01 00:00:00,Data Not Applicable,Data Not Applicable,0.5,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.75349147439448, -0.7880120226110786",East Riding of Yorkshire
2394000095822,Data Not Available,Southfield Farm,Southfield Farm,Southfield Farm,Hornsea Road,Driffield,North Yorkshire,YO25 8SY,England,517806,453156,Creyke Beck,Driffield/Beverley Group,Seaton,0.4,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.139,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.139,0.6,0.632,Data Not Available,Data Not Available,2012-10-01 00:00:00,Data Not Applicable,Data Not Applicable,0.146,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.961079282272706, -0.2059202023848676",East Riding of Yorkshire
2394000122690,Data Not Available,Arnold Grange Wind Farm,Arnold Grange Wind Farm,Adj Arnold Grange,Arnold Lane West,Hull,North Yorkshire,HU19 2QR,England,536339,423250,Creyke Beck,Driffield/Beverley Group,Seaton,11.0,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.5,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.5,0.5,0.526,Data Not Available,Data Not Available,2015-07-07 00:00:00,Data Not Applicable,Data Not Applicable,0.526,Data Not Applicable,Data Not Applicable,2015-01-01 00:00:00,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.687914356727575, 0.0631223255943321",East Riding of Yorkshire
2394000091980,Data Not Available,Manor House Farm,Manor House Farm,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,England,516963,446929,Creyke Beck,Driffield/Beverley Group,Seaton,11.0,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.475,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.475,0.475,0.5,Data Not Available,Data Not Available,2012-08-31 00:00:00,Data Not Applicable,Data Not Applicable,0.5,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.90533067376674, -0.22114315260965944",East Riding of Yorkshire
2394000118319,Data Not Available,"Wind Turbine, Wholsea Grange, Skiff Lane, Holme-on-Spalding-Moor","Wind Turbine, Wholsea Grange, Skiff Lane, Holme-on-Spalding-Moor",Wholsea Gr,Skiff Lane,York,North Yorkshire,YO43 4BE,England,483753,435026,Creyke Beck,Hull West,Newport 1,11.0,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.475,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.475,0.475,0.5,Data Not Available,Data Not Available,2014-11-06 00:00:00,Data Not Applicable,Data Not Applicable,0.5,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.80479747018486, -0.7297247277648079",East Riding of Yorkshire
2394000121074,Data Not Available,"Bellasize Farm, Bellasize Lane, Bellasize, Goole, DN14 7XS","Bellasize Farm, Bellasize Lane, Bellasize, Goole, DN14 7XS",Bellasize Farm,Bellasize Lane,Blacktoft,North Yorkshire,DN14 7XS,England,482499,427969,Creyke Beck,Hull West,Newport 1,0.4,Northern Powergrid (Yorkshire) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.19,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.19,0.19,0.2,Data Not Available,Data Not Available,2015-03-13 00:00:00,Data Not Applicable,Data Not Applicable,0.2,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.74158440435125, -0.7506455146893526",East Riding of Yorkshire
2394000126602,Data Not Available,Kohler Mira Limited,Kohler Mira Limited,Kohler Mira Ltd,Wyke Way,North Ferriby,North Yorkshire,HU14 3BQ,England,496722,426224,Creyke Beck,Hull West,Skillings Lane,11.0,Northern Powergrid (Yorkshire) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.19,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.19,0.19,0.2,Data Not Available,Data Not Available,2015-12-17 00:00:00,Data Not Applicable,Data Not Applicable,0.2,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.72346445032505, -0.5356160642186623",East Riding of Yorkshire
2394000117662,2380002101331,Blacktoft Nursery,Blacktoft Nursery,Blacktoft Nursery,Broad Lane,Brough,North Yorkshire,HU15 2TB,England,483680,428101,Creyke Beck,Hull West,Newport 1,11.0,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.475,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.475,0.475,0.5,0.57,0.6,2014-11-05 00:00:00,Data Not Applicable,Data Not Applicable,0.5,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.74258261290582, -0.7327085297005029",East Riding of Yorkshire
2394000122760,Data Not Available,"Timber Terminal, The Airfield, Breighton, Selby, YO8 6DJ","Timber Terminal, The Airfield, Breighton, Selby, YO8 6DJ",York Timber,The Airfield,Selby,North Yorkshire,YO8 6DJ,England,472041,435149,Creyke Beck,Beverley 132/33kV,Holme Upon Spalding Moor,0.4,Northern Powergrid (Yorkshire) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.16,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.16,0.16,0.168,Data Not Available,Data Not Available,2015-06-22 00:00:00,Data Not Applicable,Data Not Applicable,0.168,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.80765388691896, -0.9074996788595732",East Riding of Yorkshire
2394000103181,Data Not Available,Park House Farm,Park House Farm,Park Farm,Everingham,York,North Yorkshire,YO42 4LD,England,482205,442019,Creyke Beck,Beverley 132/33kV,Holme Upon Spalding Moor,11.0,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.475,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.475,0.475,0.5,Data Not Available,Data Not Available,2013-11-14 00:00:00,Data Not Applicable,Data Not Applicable,0.5,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.86788148455933, -0.7513566440282974",East Riding of Yorkshire
2394000093426,Data Not Available,"Pigpro Ltd, Nafferton Wold Turbine","Pigpro Ltd, Nafferton Wold Turbine",Nafferton Heights,Wold Road,Driffield,North Yorkshire,YO25 4LD,England,504912,460963,Creyke Beck,Driffield/Beverley Group,Driffield,11.0,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.475,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.475,0.475,0.5,Data Not Available,Data Not Available,2012-05-29 00:00:00,Data Not Applicable,Data Not Applicable,0.5,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.03399137781202, -0.39966966628817246",East Riding of Yorkshire
2394000121162,Data Not Available,"Molescroft Grange Farm, Grange Way, Beverley, HU17 9FS","Molescroft Grange Farm, Grange Way, Beverley, HU17 9FS",Molescroft Grange Farm,Grange Way,Beverley,North Yorkshire,HU17 9FS,England,503860,441544,Creyke Beck,Beverley 132/33kV,Norwood,0.4,Northern Powergrid (Yorkshire) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.181,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.181,0.181,0.191,Data Not Available,Data Not Available,2015-04-02 00:00:00,Data Not Applicable,Data Not Applicable,0.191,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.859737723521214, -0.4223233512450923",East Riding of Yorkshire
2394000116989,Data Not Available,York Grounds,York Grounds,York Grounds,Riplingham Road,Cottingham,North Yorkshire,HU16 5YL,England,499027,430945,Creyke Beck,Beverley 132/33kV,Endike Lane,11.0,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.314,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.314,0.314,0.331,Data Not Available,Data Not Available,2014-11-19 00:00:00,Data Not Applicable,Data Not Applicable,0.331,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.765450586028685, -0.49918504953026",East Riding of Yorkshire
2394000107238,Data Not Available,Decoy House Farm,Decoy House Farm,Decoy House Farm,Watton Carrs,Driffield,North Yorkshire,YO25 3RQ,England,503717,440538,Creyke Beck,Beverley 132/33kV,Norwood,0.4,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.152,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.152,0.185,0.195,Data Not Available,Data Not Available,2013-09-06 00:00:00,Data Not Applicable,Data Not Applicable,0.16,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.850727899415226, -0.4248361806742962",East Riding of Yorkshire
2394000093899,Data Not Available,Meaux Road,Meaux Road,Manor House,Meaux Road,Beverley,North Yorkshire,HU17 9SR,England,509061,442495,Creyke Beck,Beverley 132/33kV,Norwood,11.0,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.314,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.314,0.314,0.331,Data Not Available,Data Not Available,2012-05-22 00:00:00,Data Not Applicable,Data Not Applicable,0.331,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.867216390841115, -0.34294162963286623",East Riding of Yorkshire
2394000100297,Data Not Available,Park House Farm,Park House Farm,Park Farm,Everingham,York,North Yorkshire,YO42 4LD,England,482205,442019,Creyke Beck,Beverley 132/33kV,Norwood,0.4,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.086,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.086,0.475,0.5,Data Not Available,Data Not Available,2012-12-17 00:00:00,Data Not Applicable,Data Not Applicable,0.091,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.86788148455933, -0.7513566440282974",East Riding of Yorkshire
