,building,RISK_ID,COUNTRY,LAT,LON,CLC_2012,AREA_m2,Risk
7742,78592.0,UKC11_13137,UK,54.680897858569395,-1.2035250885205004,3,3672.679737979695,12784.095582644384
7743,78593.0,UKC11_13138,UK,54.681510779087574,-1.2083570743429126,3,4594.512883024275,15993.570128322275
7744,78594.0,UKC11_13139,UK,54.68182500049101,-1.2058857358757835,3,2397.605755455118,8345.381077096821
7745,78595.0,UKC11_13140,UK,54.68264387591512,-1.2080820056670454,3,3977.7455470015657,13845.94967563817
7746,78596.0,UKC11_13141,UK,54.683432336718006,-1.2047281324831565,3,5256.419324531418,18297.36757286826
7747,78597.0,UKC11_13142,UK,54.68468143178086,-1.2257041413628913,2,690.9714221859468,2403.945314749519
7748,78598.0,UKC11_13143,UK,54.68507705292589,-1.2256432942811382,2,783.1106104274809,2725.2511450727184
7749,78599.0,UKC11_13144,UK,54.68571302932936,-1.2254890463237706,2,789.5240709291774,2747.6863296033503
7750,78600.0,UKC11_13145,UK,54.68599988474862,-1.2254023361325743,2,1015.3581155881932,3533.784662749898
7751,78601.0,UKC11_13146,UK,54.68655562729373,-1.225211420195039,1,352.9501803239896,1227.7532334887974
7752,78602.0,UKC11_13147,UK,54.68414589218787,-1.2199302812907165,1,834.2249580232698,2903.1170493633463
7753,78603.0,UKC11_13148,UK,54.68419744360711,-1.219003624371917,1,599.7975299470245,2087.0925276084718
7754,78604.0,UKC11_13149,UK,54.68416868280532,-1.2186101764459691,1,570.5902286563829,1984.718135813857
7755,78605.0,UKC11_13150,UK,54.68426102562978,-1.2178312781966891,1,664.5540320247106,2312.01728622292
7756,78606.0,UKC11_13151,UK,54.68555438295642,-1.2220339067386554,2,1542.8072597590292,5369.79839004457
7757,78607.0,UKC11_13152,UK,54.6858151735446,-1.2217308344404552,1,1587.3995054068164,5525.228123572162
7758,78608.0,UKC11_13153,UK,54.68605415673451,-1.2219736308793403,1,662.3577985278889,2304.5447028802464
7759,78609.0,UKC11_13154,UK,54.686260804465434,-1.2219578607717017,1,512.9570412223821,1784.4642249368515
7760,78610.0,UKC11_13155,UK,54.68714723107696,-1.2251513498479472,1,2797.816140228899,9738.270612171005
7761,78611.0,UKC11_13156,UK,54.68711002287975,-1.2238795360069958,1,9116.86893667326,31736.06145633078
7762,78612.0,UKC11_13157,UK,54.68708261298698,-1.219764180485355,1,2095.517248697437,7293.241342448513
7763,78613.0,UKC11_13158,UK,54.68925275440459,-1.2210511107677808,1,752.898154808345,2617.028442545928
7764,78614.0,UKC11_13159,UK,54.68907912717642,-1.2205119836993954,1,1381.0337811142779,4801.744497918051
7765,78615.0,UKC11_13160,UK,54.68943323251653,-1.2206833913498678,1,462.63585376485327,1607.8377824426495
7766,78616.0,UKC11_13161,UK,54.68452954493739,-1.2165424302749797,1,2701.8063569300252,9404.993395087808
7767,78617.0,UKC11_13162,UK,54.68600512427381,-1.2181634073943404,1,13972.613770900349,48639.0449774563
7768,78618.0,UKC11_13163,UK,54.685737383603346,-1.2141329542540895,1,9969.432395648688,34703.42430170609
7769,78619.0,UKC11_13164,UK,54.68679105059469,-1.214536469048844,1,2501.7173094297314,8707.801369216446
