Licence area,Customer Unique Identifier,Event ID,Site,Start time UTC,Start time Local,End time UTC,End time Local,Duration (hours),Outage related curtailment-Total energy reduction (MWh),Average access reduction (MW),Reason For curtailment,Column 13
Northeast,DER-0000209,EID-000352381,Saltholme,2024-10-14T09:53:00+01:00,2024-10-14T10:53:00+01:00,2024-10-15T11:20:00+01:00,2024-10-15T12:20:00+01:00,25.45,1206.46,47.41,Network Maintenance,
Northeast,DER-0000189,EID-000270881,Osbaldwick,2023-07-19T11:14:00+01:00,2023-07-19T12:14:00+01:00,2023-07-20T12:47:00+01:00,2023-07-20T13:47:00+01:00,25.55,218.45,8.55,Network Maintenance,
Northeast,DER-0000213,EID-000272571,Spadeadam,2023-05-08T14:03:00+01:00,2023-05-08T15:03:00+01:00,2023-05-19T12:45:00+01:00,2023-05-19T13:45:00+01:00,262.7,1392.31,5.3,Network Maintenance,
Yorkshire,DER-0000950,EID-000322642,Bradford West,2024-01-25T09:46:00+00:00,2024-01-25T09:46:00+00:00,2024-01-25T10:52:00+00:00,2024-01-25T10:52:00+00:00,1.1,1.59,1.45,Network Maintenance,
Yorkshire,DER-0000906,EID-000310382,Bradford West,2023-10-17T08:15:00+01:00,2023-10-17T09:15:00+01:00,2023-10-17T15:15:00+01:00,2023-10-17T16:15:00+01:00,7,3.32,0.48,Vegetation Management,
Yorkshire,DER-0001221,EID-000285772,Elland,2024-02-05T09:15:00+00:00,2024-02-05T09:15:00+00:00,2024-02-11T11:40:00+00:00,2024-02-11T11:40:00+00:00,146.42,2196.14,15,Vegetation Management,
Yorkshire,DER-0001579,EID-000309592,Skelton Grange,2023-12-01T13:33:00+00:00,2023-12-01T13:33:00+00:00,2023-12-01T13:46:00+00:00,2023-12-01T13:46:00+00:00,0.22,2.3,10.6,Network Maintenance,
Yorkshire,DER-0001674,EID-000306662,West Melton / Thorpe Marsh,2023-10-23T12:27:00+01:00,2023-10-23T13:27:00+01:00,2023-10-25T09:21:00+01:00,2023-10-25T10:21:00+01:00,44.9,179.6,4,Network Reinforcement,
Yorkshire,DER-0001179,EID-000338062,Drax,2024-04-03T10:10:00+01:00,2024-04-03T11:10:00+01:00,2024-04-11T15:44:00+01:00,2024-04-11T16:44:00+01:00,197.57,2974.91,15.06,Network Reinforcement,
Yorkshire,DER-0000999,EID-000281962,Creyke Beck,2023-06-26T11:56:00+01:00,2023-06-26T12:56:00+01:00,2023-08-01T13:45:00+01:00,2023-08-01T14:45:00+01:00,865.82,7822.22,9.03,Network Reinforcement,
Yorkshire,DER-0000966,EID-000281962,Creyke Beck,2023-06-26T11:53:00+01:00,2023-06-26T12:53:00+01:00,2023-09-08T12:39:00+01:00,2023-09-08T13:39:00+01:00,1776.77,12659.46,7.13,Network Reinforcement,
Yorkshire,DER-0001001,EID-000326382,Creyke Beck,2024-01-15T09:24:00+00:00,2024-01-15T09:24:00+00:00,2024-01-18T11:53:00+00:00,2024-01-18T11:53:00+00:00,74.48,148.59,2,Network Maintenance,
Yorkshire,DER-0000965,EID-000307812,Camblesforth,2023-11-07T09:22:00+00:00,2023-11-07T09:22:00+00:00,2023-11-07T14:14:00+00:00,2023-11-07T14:14:00+00:00,4.87,101.53,20.86,Vegetation Management,
Yorkshire,DER-0000960,EID-000283762,Camblesforth,2023-05-23T07:08:00+01:00,2023-05-23T08:08:00+01:00,2023-05-23T15:00:00+01:00,2023-05-23T16:00:00+01:00,7.87,199.32,25.34,Network Maintenance,
Yorkshire,DER-0000954,EID-000283762,Camblesforth,2023-05-23T07:08:00+01:00,2023-05-23T08:08:00+01:00,2023-05-23T15:00:00+01:00,2023-05-23T16:00:00+01:00,7.87,193.37,24.58,Network Maintenance,
Yorkshire,DER-0000960,EID-000289612,Camblesforth,2023-07-17T08:50:00+01:00,2023-07-17T09:50:00+01:00,2023-07-20T12:54:00+01:00,2023-07-20T13:54:00+01:00,76.07,1927.32,25.34,Network Maintenance,
Yorkshire,DER-0001572,EID-000288662,Skelton Grange,2023-07-10T09:32:00+01:00,2023-07-10T10:32:00+01:00,2023-07-15T10:23:00+01:00,2023-07-15T11:23:00+01:00,120.85,211.49,1.75,Network Maintenance,
Yorkshire,DER-0001073,EID-000252192,Creyke Beck,2023-04-17T09:53:00+01:00,2023-04-17T10:53:00+01:00,2023-04-21T12:33:00+01:00,2023-04-21T13:33:00+01:00,98.67,784.4,7.95,Network Reinforcement,
Yorkshire,DER-0001073,EID-000264232,Creyke Beck,2023-09-12T11:29:00+01:00,2023-09-12T12:29:00+01:00,2023-09-21T10:23:00+01:00,2023-09-21T11:23:00+01:00,214.9,1708.45,7.95,Network Reinforcement,
Yorkshire,DER-0001340,EID-000357552,Grimsby West,2024-08-28T14:19:00+01:00,2024-08-28T15:19:00+01:00,2024-08-29T12:46:00+01:00,2024-08-29T13:46:00+01:00,22.45,336.75,15,Network Maintenance,
Yorkshire,DER-0001340,EID-000363822,Grimsby West,2024-09-23T11:46:00+01:00,2024-09-23T12:46:00+01:00,2024-09-25T12:23:00+01:00,2024-09-25T13:23:00+01:00,48.62,729.25,15,Network Maintenance,
Yorkshire,DER-0001274,EID-000285962,Ferrybridge B,2023-07-31T08:54:00+01:00,2023-07-31T09:54:00+01:00,2023-08-01T17:45:00+01:00,2023-08-01T18:45:00+01:00,32.85,238.89,7.27,Vegetation Management,
Yorkshire,DER-0001672,EID-000280942,West Melton / Thorpe Marsh,2023-05-10T09:17:00+01:00,2023-05-10T10:17:00+01:00,2023-05-10T11:31:00+01:00,2023-05-10T12:31:00+01:00,2.23,13.4,6,Network Maintenance,
Yorkshire,DER-0001536,EID-000336822,Saltend North,2024-04-30T10:45:00+01:00,2024-04-30T11:45:00+01:00,2024-04-30T18:50:00+01:00,2024-04-30T19:50:00+01:00,8.08,103.67,12.83,Network Maintenance,
Yorkshire,DER-0001406,EID-000322872,Keadby,2024-02-05T11:15:00+00:00,2024-02-05T11:15:00+00:00,2024-02-09T15:30:00+00:00,2024-02-09T15:30:00+00:00,100.25,73.57,0.73,Network Maintenance,
Yorkshire,DER-0001406,EID-000297432,Keadby,2023-09-11T10:17:00+01:00,2023-09-11T11:17:00+01:00,2023-09-22T16:38:00+01:00,2023-09-22T17:38:00+01:00,270.35,377.96,1.4,Vegetation Management,
Yorkshire,DER-0001406,EID-000361842,Keadby,2024-09-20T10:44:00+01:00,2024-09-20T11:44:00+01:00,2024-10-08T16:26:00+01:00,2024-10-08T17:26:00+01:00,437.7,611.92,1.4,Network Reinforcement,
Yorkshire,DER-0001465,EID-000297092,Keadby,2023-09-25T08:28:00+01:00,2023-09-25T09:28:00+01:00,2023-09-29T18:58:00+01:00,2023-09-29T19:58:00+01:00,106.5,1357.88,12.75,Vegetation Management,
Yorkshire,DER-0001660,EID-000278692,West Melton / Thorpe Marsh,2023-08-21T08:58:00+01:00,2023-08-21T09:58:00+01:00,2023-08-21T09:10:00+01:00,2023-08-21T10:10:00+01:00,0.2,6.4,32,Network Maintenance,
Yorkshire,DER-0001337,EID-000375102,Ferrybridge B,2024-12-05T10:11:00+00:00,2024-12-05T10:11:00+00:00,2024-12-05T15:22:00+00:00,2024-12-05T15:22:00+00:00,5.18,9.85,1.9,Network Maintenance,
Yorkshire,DER-0001546,EID-000249512,Saltend North,2023-09-04T08:54:00+01:00,2023-09-04T09:54:00+01:00,2023-09-07T12:17:00+01:00,2023-09-07T13:17:00+01:00,75.38,189.4,2.51,Network Maintenance,
Yorkshire,DER-0001694,EID-000267982,West Melton / Thorpe Marsh,2023-05-13T14:56:00+01:00,2023-05-13T15:56:00+01:00,2023-05-14T10:28:00+01:00,2023-05-14T11:28:00+01:00,19.53,242.17,12.4,Vegetation Management,
Yorkshire,DER-0001531,EID-000372302,Saltend North,2024-11-04T09:19:00+00:00,2024-11-04T09:19:00+00:00,2024-11-04T15:57:00+00:00,2024-11-04T15:57:00+00:00,6.63,1.98,0.3,Network Maintenance,
Yorkshire,DER-0001018,EID-000350032,Creyke Beck,2024-07-01T09:47:00+01:00,2024-07-01T10:47:00+01:00,2024-07-01T15:00:00+01:00,2024-07-01T16:00:00+01:00,5.22,30.97,5.94,Network Maintenance,
Yorkshire,DER-0001021,EID-000314992,Creyke Beck,2023-12-15T08:35:00+00:00,2023-12-15T08:35:00+00:00,2023-12-15T12:15:00+00:00,2023-12-15T12:15:00+00:00,3.67,2.81,0.77,Network Maintenance,
Yorkshire,DER-0001157,EID-000275062,Drax,2023-04-24T08:24:00+01:00,2023-04-24T09:24:00+01:00,2023-04-26T13:21:00+01:00,2023-04-26T14:21:00+01:00,52.95,463.31,8.75,Vegetation Management,
Yorkshire,DER-0001157,EID-000330542,Drax,2024-02-15T09:14:00+00:00,2024-02-15T09:14:00+00:00,2024-02-15T16:20:00+00:00,2024-02-15T16:20:00+00:00,7.1,62.12,8.75,Network Reinforcement,
Yorkshire,DER-0001628,EID-000347502,West Melton Section 3,2024-09-12T08:37:00+01:00,2024-09-12T09:37:00+01:00,2024-09-12T15:10:00+01:00,2024-09-12T16:10:00+01:00,6.55,6.22,0.95,Vegetation Management,
Yorkshire,DER-0001628,EID-000311052,West Melton Section 3,2023-11-16T09:30:00+00:00,2023-11-16T09:30:00+00:00,2023-11-16T11:00:00+00:00,2023-11-16T11:00:00+00:00,1.5,1.43,0.95,Network Maintenance,
Yorkshire,DER-0001543,EID-000334912,Saltend North,2024-04-18T09:43:00+01:00,2024-04-18T10:43:00+01:00,2024-05-13T15:55:00+01:00,2024-05-13T16:55:00+01:00,606.2,2980.23,4.92,Network Reinforcement,
Yorkshire,DER-0001251,EID-000275742,Elland,2023-03-27T10:09:00+01:00,2023-03-27T11:09:00+01:00,2023-04-04T11:40:00+01:00,2023-04-04T12:40:00+01:00,193.52,10662.77,55.1,Network Reinforcement,
Yorkshire,DER-0001988,EID-000262002,Thurcroft,2023-10-16T11:22:00+01:00,2023-10-16T12:22:00+01:00,2023-10-16T14:55:00+01:00,2023-10-16T15:55:00+01:00,3.55,106.5,30,Network Maintenance,
Yorkshire,DER-0001829,EID-000262002,Thurcroft,2023-11-05T14:43:00+00:00,2023-11-05T14:43:00+00:00,2023-11-05T14:56:00+00:00,2023-11-05T14:56:00+00:00,0.22,2.25,10.4,Network Maintenance,
Yorkshire,DER-0001988,EID-000262002,Thurcroft,2023-11-05T14:43:00+00:00,2023-11-05T14:43:00+00:00,2023-11-05T14:56:00+00:00,2023-11-05T14:56:00+00:00,0.22,6.5,30,Network Maintenance,
Yorkshire,DER-0001608,EID-000335872,Thurcroft,2024-04-24T12:01:00+01:00,2024-04-24T13:01:00+01:00,2024-04-24T16:06:00+01:00,2024-04-24T17:06:00+01:00,4.08,23.27,5.7,Network Maintenance,
Yorkshire,DER-0001352,EID-000272132,Grimsby West,2023-06-05T09:42:00+01:00,2023-06-05T10:42:00+01:00,2023-06-16T13:04:00+01:00,2023-06-16T14:04:00+01:00,267.37,1604.2,6,Network Maintenance,
Yorkshire,DER-0001736,EID-000362622,Grimsby West,2024-12-10T15:20:00+00:00,2024-12-10T15:20:00+00:00,2024-12-11T15:36:00+00:00,2024-12-11T15:36:00+00:00,24.27,100.1,4.13,Network Maintenance,
