,building,RISK_ID,COUNTRY,LAT,LON,CLC_2012,AREA_m2,13/01/1984,14/01/1984,18/01/1995,24/01/2009,01/02/1983,25/03/1986,26/02/1990,28/02/1990,04/01/1998,11/02/1990,07/02/1996,27/12/1999,25/01/1990,11/02/2009,03/01/2012,28/01/1994,26/12/1999,16/12/2011,01/02/2008,25/11/1992,26/12/1998,16/10/1987,05/12/2013,08/02/1988,13/01/1993,07/01/2005,24/12/1997,27/01/2002,27/02/2010,23/11/1984,03/02/1990,08/02/1990,28/12/2011,30/10/2000,28/10/2013,22/10/1986,18/01/1983,20/01/1986,08/01/1991,18/01/2007,08/12/1993,05/11/1996,11/01/2005,03/12/1999,27/10/2002,27/10/1996,02/03/2008,28/10/1998,02/11/1981,26/12/2011,29/11/1988,28/03/1997,23/01/1993
428,60919,UKC11_1146,UK,54.56358083,-1.348621078,10,18756.03463,831.6245903,2494.873771,0,0,8353.66901,0,2494.873771,0,0,0,0,0,0,0,0,0,0,0,0,0,831.6245903,0,0,831.6245903,0,52392.34919,41.58122952,2494.873771,0,0,0,0,0,0,0,0,0,0,0,0,0,41.58122952,0,41.58122952,0,0,0,0,0,0,0,0,16.63249181
429,60920,UKC11_1147,UK,54.56755185,-1.350041983,2,18144.62077,804.5150862,2413.545259,0,0,8081.354041,0,2413.545259,0,0,0,0,0,0,0,0,0,0,0,0,0,804.5150862,0,0,804.5150862,0,50684.45043,40.22575431,2413.545259,0,0,0,0,0,0,0,0,0,0,0,0,0,40.22575431,0,40.22575431,0,0,0,0,0,0,0,0,16.09030172
430,60921,UKC11_1148,UK,54.55211772,-1.347621976,2,13299.12044,589.6702478,1769.010743,0,0,5923.237639,0,1769.010743,0,0,0,0,0,0,0,0,0,0,0,0,0,589.6702478,0,0,589.6702478,0,37149.22561,29.48351239,1769.010743,0,0,0,0,0,0,0,0,0,0,0,0,0,29.48351239,0,29.48351239,0,0,0,0,0,0,0,0,11.79340496
431,60922,UKC11_1149,UK,54.55342597,-1.347093977,2,43102.66638,1911.130896,5733.392688,0,0,19197.30985,0,5733.392688,0,0,0,0,0,0,0,0,0,0,0,0,0,1911.130896,0,0,1911.130896,0,120401.2464,95.5565448,5733.392688,0,0,0,0,0,0,0,0,0,0,0,0,0,95.5565448,0,95.5565448,0,0,0,0,0,0,0,0,38.22261792
432,60923,UKC11_1150,UK,54.53513675,-1.299053214,2,25890.1957,57.39732256,1147.946451,0,0,8070.063551,0,57.39732256,11.47946451,0,0,0,0,0,0,0,0,0,0,0,0,1147.946451,0,0,1147.946451,0,90871.44107,11.47946451,1147.946451,0,0,0,0,0,0,0,0,0,0,0,0,0,22.95892902,0,22.95892902,0,0,0,0,0,0,0,0,17.21919677
433,60924,UKC11_1151,UK,54.53807434,-1.288335446,2,19686.1185,43.64318086,872.8636173,0,0,6136.23123,0,43.64318086,8.728636173,0,0,0,0,0,0,0,0,0,0,0,0,872.8636173,0,0,872.8636173,0,69095.88395,8.728636173,872.8636173,0,0,0,0,0,0,0,0,0,0,0,0,0,17.45727235,0,17.45727235,0,0,0,0,0,0,0,0,13.09295426
434,60935,UKC11_1162,UK,54.50442768,-1.376664658,12,6742.252645,14.94725085,298.9450171,0,0,2101.58347,0,298.9450171,0,0,0,0,0,0,0,0,0,0,0,0,0,298.9450171,0,0,298.9450171,0,18833.53608,4.484175256,298.9450171,0,0,0,0,0,0,0,0,0,0,0,0,0,14.94725085,0,14.94725085,0,0,0,0,0,0,0,0,5.978900342
435,60936,UKC11_1163,UK,54.49430091,-1.362311178,2,15820.96842,35.07432845,701.4865689,0,0,4931.45058,0,35.07432845,7.014865689,0,0,0,0,0,0,0,0,0,0,0,0,701.4865689,0,0,701.4865689,0,55529.6768,7.014865689,701.4865689,0,0,0,0,0,0,0,0,0,0,0,0,0,14.02973138,0,14.02973138,0,0,0,0,0,0,0,0,10.52229853
436,60937,UKC11_1164,UK,54.4953296,-1.359446992,2,10957.16523,24.29150998,485.8301996,0,0,3415.386303,0,24.29150998,4.858301996,0,0,0,0,0,0,0,0,0,0,0,0,485.8301996,0,0,485.8301996,0,38458.3186,4.858301996,485.8301996,0,0,0,0,0,0,0,0,0,0,0,0,0,9.716603991,0,9.716603991,0,0,0,0,0,0,0,0,7.287452994
437,60938,UKC11_1165,UK,54.49680187,-1.362536689,2,11891.45795,26.36279214,527.2558428,0,0,3706.608575,0,527.2558428,0,0,0,0,0,0,0,0,0,0,0,0,0,527.2558428,0,0,527.2558428,0,33217.1181,7.908837642,527.2558428,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36279214,0,26.36279214,0,0,0,0,0,0,0,0,10.54511686
438,60939,UKC11_1166,UK,54.49842406,-1.349619148,2,10522.88228,23.32872549,466.5745098,0,0,3280.018804,0,23.32872549,4.665745098,0,0,0,0,0,0,0,0,0,0,0,0,466.5745098,0,0,466.5745098,0,36934.03819,4.665745098,466.5745098,0,0,0,0,0,0,0,0,0,0,0,0,0,9.331490196,0,9.331490196,0,0,0,0,0,0,0,0,6.998617647
439,60940,UKC11_1167,UK,54.4979156,-1.349261279,2,14620.02993,32.41190539,648.2381079,0,0,4557.113898,0,32.41190539,6.482381079,0,0,0,0,0,0,0,0,0,0,0,0,648.2381079,0,0,648.2381079,0,51314.52862,6.482381079,648.2381079,0,0,0,0,0,0,0,0,0,0,0,0,0,12.96476216,0,12.96476216,0,0,0,0,0,0,0,0,9.723571618
440,60941,UKC11_1168,UK,54.50040476,-1.359245326,2,18553.84258,41.13297943,822.6595885,0,0,5783.296907,0,822.6595885,0,0,0,0,0,0,0,0,0,0,0,0,0,822.6595885,0,0,822.6595885,0,51827.55408,12.33989383,822.6595885,0,0,0,0,0,0,0,0,0,0,0,0,0,41.13297943,0,41.13297943,0,0,0,0,0,0,0,0,16.45319177
441,60942,UKC11_1169,UK,54.50035528,-1.35734714,2,8814.047223,19.5403201,390.806402,0,0,2747.369006,0,390.806402,0,0,0,0,0,0,0,0,0,0,0,0,0,390.806402,0,0,390.806402,0,24620.80333,5.862096031,390.806402,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5403201,0,19.5403201,0,0,0,0,0,0,0,0,7.816128041
442,60943,UKC11_1170,UK,54.50335025,-1.358323333,2,7163.56384,15.88127757,317.6255515,0,0,2232.907627,0,317.6255515,0,0,0,0,0,0,0,0,0,0,0,0,0,317.6255515,0,0,317.6255515,0,20010.40974,4.764383272,317.6255515,0,0,0,0,0,0,0,0,0,0,0,0,0,15.88127757,0,15.88127757,0,0,0,0,0,0,0,0,6.35251103
443,60944,UKC11_1171,UK,54.50034576,-1.341281234,2,10564.22399,23.42037808,468.4075616,0,0,3292.905158,0,23.42037808,4.684075616,0,0,0,0,0,0,0,0,0,0,0,0,468.4075616,0,0,468.4075616,0,37079.14258,4.684075616,468.4075616,0,0,0,0,0,0,0,0,0,0,0,0,0,9.368151232,0,9.368151232,0,0,0,0,0,0,0,0,7.026113424
444,60945,UKC11_1172,UK,54.5006351,-1.340239939,2,9189.689628,20.3731013,407.4620261,0,0,2864.458043,0,20.3731013,4.074620261,0,0,0,0,0,0,0,0,0,0,0,0,407.4620261,0,0,407.4620261,0,32254.69398,4.074620261,407.4620261,0,0,0,0,0,0,0,0,0,0,0,0,0,8.149240521,0,8.149240521,0,0,0,0,0,0,0,0,6.111930391
445,60946,UKC11_1173,UK,54.50265228,-1.342726484,2,10841.99155,24.03617544,480.7235089,0,0,3379.486267,0,24.03617544,4.807235089,0,0,0,0,0,0,0,0,0,0,0,0,480.7235089,0,0,480.7235089,0,38054.07296,4.807235089,480.7235089,0,0,0,0,0,0,0,0,0,0,0,0,0,9.614470178,0,9.614470178,0,0,0,0,0,0,0,0,7.210852633
446,60947,UKC11_1174,UK,54.50323512,-1.340222817,2,13399.95886,29.70706634,594.1413267,0,0,4176.813527,0,29.70706634,5.941413267,0,0,0,0,0,0,0,0,0,0,0,0,594.1413267,0,0,594.1413267,0,47032.22742,5.941413267,594.1413267,0,0,0,0,0,0,0,0,0,0,0,0,0,11.88282653,0,11.88282653,0,0,0,0,0,0,0,0,8.912119901
447,60948,UKC11_1175,UK,54.50315764,-1.335320872,2,10432.26555,23.12783256,462.5566511,0,0,3251.773257,0,23.12783256,4.625566511,0,0,0,0,0,0,0,0,0,0,0,0,462.5566511,0,0,462.5566511,0,36615.9845,4.625566511,462.5566511,0,0,0,0,0,0,0,0,0,0,0,0,0,9.251133022,0,9.251133022,0,0,0,0,0,0,0,0,6.938349767
448,60949,UKC11_1176,UK,54.50803966,-1.357484761,2,7380.989481,16.3632998,327.2659959,0,0,2300.679951,0,327.2659959,0,0,0,0,0,0,0,0,0,0,0,0,0,327.2659959,0,0,327.2659959,0,20617.75774,4.908989939,327.2659959,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3632998,0,16.3632998,0,0,0,0,0,0,0,0,6.545319918
449,60950,UKC11_1177,UK,54.51448416,-1.360232552,2,44333.49188,98.28522593,1965.704519,0,0,13818.90277,0,1965.704519,0,0,0,0,0,0,0,0,0,0,0,0,0,1965.704519,0,0,1965.704519,0,123839.3847,29.48556778,1965.704519,0,0,0,0,0,0,0,0,0,0,0,0,0,98.28522593,0,98.28522593,0,0,0,0,0,0,0,0,39.31409037
450,60951,UKC11_1178,UK,54.51025575,-1.356435377,2,22872.63435,50.70753373,1014.150675,0,0,7129.479242,0,1014.150675,0,0,0,0,0,0,0,0,0,0,0,0,0,1014.150675,0,0,1014.150675,0,63891.4925,15.21226012,1014.150675,0,0,0,0,0,0,0,0,0,0,0,0,0,50.70753373,0,50.70753373,0,0,0,0,0,0,0,0,20.28301349
451,60952,UKC11_1179,UK,54.5145128,-1.350239267,2,16444.42731,36.45650691,729.1301383,0,0,5125.784872,0,36.45650691,7.291301383,0,0,0,0,0,0,0,0,0,0,0,0,729.1301383,0,0,729.1301383,0,57717.94175,7.291301383,729.1301383,0,0,0,0,0,0,0,0,0,0,0,0,0,14.58260277,0,14.58260277,0,0,0,0,0,0,0,0,10.93695207
452,60953,UKC11_1180,UK,54.52698431,-1.383451232,3,8.945181076,0.019831038,0.396620751,0,0,2.788243882,0,0.396620751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396620751,0,0,0.396620751,0,24.98710734,0.005949311,0.396620751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019831038,0,0.019831038,0,0,0,0,0,0,0,0,0.007932415
453,60954,UKC11_1181,UK,54.52581539,-1.383107375,3,6447.765835,14.29438772,285.8877543,0,0,2009.790913,0,285.8877543,0,0,0,0,0,0,0,0,0,0,0,0,0,285.8877543,0,0,285.8877543,0,18010.92852,4.288316315,285.8877543,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29438772,0,14.29438772,0,0,0,0,0,0,0,0,5.717755087
454,60955,UKC11_1182,UK,54.52291515,-1.367495649,2,8063.88426,17.87724478,357.5448956,0,0,2513.540616,0,357.5448956,0,0,0,0,0,0,0,0,0,0,0,0,0,357.5448956,0,0,357.5448956,0,22525.32842,5.363173434,357.5448956,0,0,0,0,0,0,0,0,0,0,0,0,0,17.87724478,0,17.87724478,0,0,0,0,0,0,0,0,7.150897912
455,60956,UKC11_1183,UK,54.51797467,-1.363751481,2,13082.77485,29.0038846,580.0776919,0,0,4077.946174,0,580.0776919,0,0,0,0,0,0,0,0,0,0,0,0,0,580.0776919,0,0,580.0776919,0,36544.89459,8.701165379,580.0776919,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0038846,0,29.0038846,0,0,0,0,0,0,0,0,11.60155384
456,60957,UKC11_1184,UK,54.51860236,-1.362027519,2,6394.651281,14.1766353,283.5327059,0,0,1993.234923,0,283.5327059,0,0,0,0,0,0,0,0,0,0,0,0,0,283.5327059,0,0,283.5327059,0,17862.56047,4.252990589,283.5327059,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1766353,0,14.1766353,0,0,0,0,0,0,0,0,5.670654119
457,60958,UKC11_1185,UK,54.51914583,-1.356898432,2,6728.601507,14.91698694,298.3397387,0,0,2097.328363,0,14.91698694,2.983397387,0,0,0,0,0,0,0,0,0,0,0,0,298.3397387,0,0,298.3397387,0,23616.57372,2.983397387,298.3397387,0,0,0,0,0,0,0,0,0,0,0,0,0,5.966794774,0,5.966794774,0,0,0,0,0,0,0,0,4.475096081
458,60959,UKC11_1186,UK,54.51717224,-1.355015173,2,28077.64193,62.24678596,1244.935719,0,0,8751.898106,0,62.24678596,12.44935719,0,0,0,0,0,0,0,0,0,0,0,0,1244.935719,0,0,1244.935719,0,98549.11153,12.44935719,1244.935719,0,0,0,0,0,0,0,0,0,0,0,0,0,24.89871438,0,24.89871438,0,0,0,0,0,0,0,0,18.67403579
459,60960,UKC11_1187,UK,54.51622337,-1.352849268,2,18732.6382,41.52936074,830.5872149,0,0,5839.02812,0,41.52936074,8.305872149,0,0,0,0,0,0,0,0,0,0,0,0,830.5872149,0,0,830.5872149,0,65749.28393,8.305872149,830.5872149,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6117443,0,16.6117443,0,0,0,0,0,0,0,0,12.45880822
460,60961,UKC11_1188,UK,54.5224265,-1.357690404,2,17502.74025,38.80273597,776.0547194,0,0,5455.664677,0,38.80273597,7.760547194,0,0,0,0,0,0,0,0,0,0,0,0,776.0547194,0,0,776.0547194,0,61432.49159,7.760547194,776.0547194,0,0,0,0,0,0,0,0,0,0,0,0,0,15.52109439,0,15.52109439,0,0,0,0,0,0,0,0,11.64082079
461,60962,UKC11_1189,UK,54.52216589,-1.355180771,2,7070.545514,15.6750604,313.5012081,0,0,2203.913493,0,15.6750604,3.135012081,0,0,0,0,0,0,0,0,0,0,0,0,313.5012081,0,0,313.5012081,0,24816.75563,3.135012081,313.5012081,0,0,0,0,0,0,0,0,0,0,0,0,0,6.270024162,0,6.270024162,0,0,0,0,0,0,0,0,4.702518121
462,60963,UKC11_1190,UK,54.52371441,-1.35092953,2,8725.968051,19.3450528,386.901056,0,0,2719.914424,0,19.3450528,3.86901056,0,0,0,0,0,0,0,0,0,0,0,0,386.901056,0,0,386.901056,0,30627.08759,3.86901056,386.901056,0,0,0,0,0,0,0,0,0,0,0,0,0,7.73802112,0,7.73802112,0,0,0,0,0,0,0,0,5.80351584
463,60964,UKC11_1191,UK,54.52687486,-1.357449569,2,6345.249578,14.06711409,281.3422818,0,0,1977.836241,0,14.06711409,2.813422818,0,0,0,0,0,0,0,0,0,0,0,0,281.3422818,0,0,281.3422818,0,22271.05503,2.813422818,281.3422818,0,0,0,0,0,0,0,0,0,0,0,0,0,5.626845636,0,5.626845636,0,0,0,0,0,0,0,0,4.220134227
464,60965,UKC11_1192,UK,54.52499749,-1.353709702,2,15712.13602,34.83305224,696.6610449,0,0,4897.527146,0,34.83305224,6.966610449,0,0,0,0,0,0,0,0,0,0,0,0,696.6610449,0,0,696.6610449,0,55147.68831,6.966610449,696.6610449,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9332209,0,13.9332209,0,0,0,0,0,0,0,0,10.44991567
465,60966,UKC11_1193,UK,54.50501004,-1.338758788,2,6515.834868,14.4452935,288.90587,0,0,2031.008266,0,14.4452935,2.8890587,0,0,0,0,0,0,0,0,0,0,0,0,288.90587,0,0,288.90587,0,22869.78867,2.8890587,288.90587,0,0,0,0,0,0,0,0,0,0,0,0,0,5.778117399,0,5.778117399,0,0,0,0,0,0,0,0,4.33358805
466,60967,UKC11_1194,UK,54.50535022,-1.331873382,2,4933.880576,10.93817668,218.7635336,0,0,1537.907642,0,10.93817668,2.187635336,0,0,0,0,0,0,0,0,0,0,0,0,218.7635336,0,0,218.7635336,0,17317.32132,2.187635336,218.7635336,0,0,0,0,0,0,0,0,0,0,0,0,0,4.375270673,0,4.375270673,0,0,0,0,0,0,0,0,3.281453005
467,60968,UKC11_1195,UK,54.51261059,-1.346791309,2,12595.04523,27.92261141,558.4522282,0,0,3925.919164,0,27.92261141,5.584522282,0,0,0,0,0,0,0,0,0,0,0,0,558.4522282,0,0,558.4522282,0,44207.07838,5.584522282,558.4522282,0,0,0,0,0,0,0,0,0,0,0,0,0,11.16904456,0,11.16904456,0,0,0,0,0,0,0,0,8.376783423
468,60969,UKC11_1196,UK,54.51197358,-1.330325353,2,20011.6469,44.36486171,887.2972343,0,0,6237.699557,0,44.36486171,8.872972343,0,0,0,0,0,0,0,0,0,0,0,0,887.2972343,0,0,887.2972343,0,70238.44906,8.872972343,887.2972343,0,0,0,0,0,0,0,0,0,0,0,0,0,17.74594469,0,17.74594469,0,0,0,0,0,0,0,0,13.30945851
469,60970,UKC11_1197,UK,54.51191482,-1.328137976,2,8762.966844,19.42707735,388.541547,0,0,2731.447075,0,19.42707735,3.88541547,0,0,0,0,0,0,0,0,0,0,0,0,388.541547,0,0,388.541547,0,30756.94886,3.88541547,388.541547,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77083094,0,7.77083094,0,0,0,0,0,0,0,0,5.828123205
470,60971,UKC11_1198,UK,54.50687256,-1.31144751,2,16621.96533,36.8501002,737.0020039,0,0,5181.124088,0,36.8501002,7.370020039,0,0,0,0,0,0,0,0,0,0,0,0,737.0020039,0,0,737.0020039,0,58341.07863,7.370020039,737.0020039,0,0,0,0,0,0,0,0,0,0,0,0,0,14.74004008,0,14.74004008,0,0,0,0,0,0,0,0,11.05503006
471,60972,UKC11_1199,UK,54.50721234,-1.310037696,2,14392.30348,31.90704678,638.1409356,0,0,4486.130777,0,31.90704678,6.381409356,0,0,0,0,0,0,0,0,0,0,0,0,638.1409356,0,0,638.1409356,0,50515.23646,6.381409356,638.1409356,0,0,0,0,0,0,0,0,0,0,0,0,0,12.76281871,0,12.76281871,0,0,0,0,0,0,0,0,9.572114034
472,60973,UKC11_1200,UK,54.50979344,-1.313778978,2,28931.2495,64.13919303,1282.783861,0,0,9017.97054,0,64.13919303,12.82783861,0,0,0,0,0,0,0,0,0,0,0,0,1282.783861,0,0,1282.783861,0,101545.1704,12.82783861,1282.783861,0,0,0,0,0,0,0,0,0,0,0,0,0,25.65567721,0,25.65567721,0,0,0,0,0,0,0,0,19.24175791
473,60974,UKC11_1201,UK,54.51122014,-1.318257271,2,20680.71353,45.84815036,916.9630072,0,0,6446.24994,0,45.84815036,9.169630072,0,0,0,0,0,0,0,0,0,0,0,0,916.9630072,0,0,916.9630072,0,72586.79165,9.169630072,916.9630072,0,0,0,0,0,0,0,0,0,0,0,0,0,18.33926014,0,18.33926014,0,0,0,0,0,0,0,0,13.75444511
474,60975,UKC11_1202,UK,54.51311466,-1.324736304,2,58432.9721,129.5430976,2590.861951,0,0,18213.75952,0,129.5430976,25.90861951,0,0,0,0,0,0,0,0,0,0,0,0,2590.861951,0,0,2590.861951,0,205092.6321,25.90861951,2590.861951,0,0,0,0,0,0,0,0,0,0,0,0,0,51.81723903,0,51.81723903,0,0,0,0,0,0,0,0,38.86292927
475,60976,UKC11_1203,UK,54.5105735,-1.308412244,2,15119.46199,33.51912234,670.3824467,0,0,4712.7886,0,33.51912234,6.703824467,0,0,0,0,0,0,0,0,0,0,0,0,670.3824467,0,0,670.3824467,0,53067.47448,6.703824467,670.3824467,0,0,0,0,0,0,0,0,0,0,0,0,0,13.40764893,0,13.40764893,0,0,0,0,0,0,0,0,10.0557367
476,60977,UKC11_1204,UK,54.51231907,-1.31346452,2,46766.38002,103.6788223,2073.576446,0,0,14577.24241,0,103.6788223,20.73576446,0,0,0,0,0,0,0,0,0,0,0,0,2073.576446,0,0,2073.576446,0,164144.3114,20.73576446,2073.576446,0,0,0,0,0,0,0,0,0,0,0,0,0,41.47152891,0,41.47152891,0,0,0,0,0,0,0,0,31.10364669
477,60978,UKC11_1205,UK,54.51347277,-1.310024854,2,16579.84345,36.75671801,735.1343602,0,0,5167.994552,0,36.75671801,7.351343602,0,0,0,0,0,0,0,0,0,0,0,0,735.1343602,0,0,735.1343602,0,58193.23596,7.351343602,735.1343602,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7026872,0,14.7026872,0,0,0,0,0,0,0,0,11.0270154
478,60979,UKC11_1206,UK,54.51906966,-1.34574142,2,7270.3689,16.11805927,322.3611854,0,0,2266.199134,0,16.11805927,3.223611854,0,0,0,0,0,0,0,0,0,0,0,0,322.3611854,0,0,322.3611854,0,25518.11144,3.223611854,322.3611854,0,0,0,0,0,0,0,0,0,0,0,0,0,6.447223709,0,6.447223709,0,0,0,0,0,0,0,0,4.835417782
479,60980,UKC11_1207,UK,54.52090827,-1.346154158,2,4867.357477,10.79069816,215.8139632,0,0,1517.172161,0,10.79069816,2.158139632,0,0,0,0,0,0,0,0,0,0,0,0,215.8139632,0,0,215.8139632,0,17083.83333,2.158139632,215.8139632,0,0,0,0,0,0,0,0,0,0,0,0,0,4.316279264,0,4.316279264,0,0,0,0,0,0,0,0,3.237209448
480,60981,UKC11_1208,UK,54.51612611,-1.329341389,2,5113.904473,11.33728103,226.7456206,0,0,1594.021713,0,11.33728103,2.267456206,0,0,0,0,0,0,0,0,0,0,0,0,226.7456206,0,0,226.7456206,0,17949.18333,2.267456206,226.7456206,0,0,0,0,0,0,0,0,0,0,0,0,0,4.534912412,0,4.534912412,0,0,0,0,0,0,0,0,3.401184309
481,60982,UKC11_1209,UK,54.51938518,-1.331269326,2,15450.52257,34.25306775,685.0613551,0,0,4815.981326,0,34.25306775,6.850613551,0,0,0,0,0,0,0,0,0,0,0,0,685.0613551,0,0,685.0613551,0,54229.45687,6.850613551,685.0613551,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7012271,0,13.7012271,0,0,0,0,0,0,0,0,10.27592033
482,60983,UKC11_1210,UK,54.51673747,-1.326450458,2,18644.21684,41.33333484,826.6666968,0,0,5811.466879,0,41.33333484,8.266666968,0,0,0,0,0,0,0,0,0,0,0,0,826.6666968,0,0,826.6666968,0,65438.93572,8.266666968,826.6666968,0,0,0,0,0,0,0,0,0,0,0,0,0,16.53333394,0,16.53333394,0,0,0,0,0,0,0,0,12.40000045
483,60984,UKC11_1211,UK,54.51730444,-1.323738488,2,34302.77429,76.04760594,1520.952119,0,0,10692.2934,0,76.04760594,15.20952119,0,0,0,0,0,0,0,0,0,0,0,0,1520.952119,0,0,1520.952119,0,120398.5697,15.20952119,1520.952119,0,0,0,0,0,0,0,0,0,0,0,0,0,30.41904238,0,30.41904238,0,0,0,0,0,0,0,0,22.81428178
484,60985,UKC11_1212,UK,54.51707498,-1.31217331,2,9560.76421,21.19575586,423.9151172,0,0,2980.123274,0,21.19575586,4.239151172,0,0,0,0,0,0,0,0,0,0,0,0,423.9151172,0,0,423.9151172,0,33557.12068,4.239151172,423.9151172,0,0,0,0,0,0,0,0,0,0,0,0,0,8.478302345,0,8.478302345,0,0,0,0,0,0,0,0,6.358726759
485,60986,UKC11_1213,UK,54.51694681,-1.310028464,2,24399.4604,54.09243386,1081.848677,0,0,7605.396201,0,54.09243386,10.81848677,0,0,0,0,0,0,0,0,0,0,0,0,1081.848677,0,0,1081.848677,0,85639.14129,10.81848677,1081.848677,0,0,0,0,0,0,0,0,0,0,0,0,0,21.63697355,0,21.63697355,0,0,0,0,0,0,0,0,16.22773016
486,60987,UKC11_1214,UK,54.5218338,-1.318761612,2,11170.57515,24.76462954,495.2925908,0,0,3481.906913,0,24.76462954,4.952925908,0,0,0,0,0,0,0,0,0,0,0,0,495.2925908,0,0,495.2925908,0,39207.36148,4.952925908,495.2925908,0,0,0,0,0,0,0,0,0,0,0,0,0,9.905851815,0,9.905851815,0,0,0,0,0,0,0,0,7.429388861
487,60988,UKC11_1215,UK,54.52604157,-1.326645065,2,10605.22417,23.51127352,470.2254703,0,0,3305.685057,0,23.51127352,4.702254703,0,0,0,0,0,0,0,0,0,0,0,0,470.2254703,0,0,470.2254703,0,37223.04823,4.702254703,470.2254703,0,0,0,0,0,0,0,0,0,0,0,0,0,9.404509407,0,9.404509407,0,0,0,0,0,0,0,0,7.053382055
488,60989,UKC11_1216,UK,54.52638438,-1.321597211,2,20913.72661,46.36472918,927.2945836,0,0,6518.880923,0,46.36472918,9.272945836,0,0,0,0,0,0,0,0,0,0,0,0,927.2945836,0,0,927.2945836,0,73404.63924,9.272945836,927.2945836,0,0,0,0,0,0,0,0,0,0,0,0,0,18.54589167,0,18.54589167,0,0,0,0,0,0,0,0,13.90941875
489,60990,UKC11_1217,UK,54.5262315,-1.319662761,2,9729.048084,21.56883314,431.3766628,0,0,3032.57794,0,21.56883314,4.313766628,0,0,0,0,0,0,0,0,0,0,0,0,431.3766628,0,0,431.3766628,0,34147.77663,4.313766628,431.3766628,0,0,0,0,0,0,0,0,0,0,0,0,0,8.627533256,0,8.627533256,0,0,0,0,0,0,0,0,6.470649942
490,60991,UKC11_1218,UK,54.5231594,-1.317405482,2,16203.02854,35.92133741,718.4267482,0,0,5050.54004,0,35.92133741,7.184267482,0,0,0,0,0,0,0,0,0,0,0,0,718.4267482,0,0,718.4267482,0,56870.66139,7.184267482,718.4267482,0,0,0,0,0,0,0,0,0,0,0,0,0,14.36853496,0,14.36853496,0,0,0,0,0,0,0,0,10.77640122
491,60992,UKC11_1219,UK,54.52167836,-1.314740977,2,6817.89838,15.11495382,302.2990764,0,0,2125.162507,0,15.11495382,3.022990764,0,0,0,0,0,0,0,0,0,0,0,0,302.2990764,0,0,302.2990764,0,23929.99489,3.022990764,302.2990764,0,0,0,0,0,0,0,0,0,0,0,0,0,6.045981529,0,6.045981529,0,0,0,0,0,0,0,0,4.534486147
492,60993,UKC11_1220,UK,54.52165305,-1.313398569,2,16143.37566,35.78908984,715.7817969,0,0,5031.946032,0,35.78908984,7.157817969,0,0,0,0,0,0,0,0,0,0,0,0,715.7817969,0,0,715.7817969,0,56661.28704,7.157817969,715.7817969,0,0,0,0,0,0,0,0,0,0,0,0,0,14.31563594,0,14.31563594,0,0,0,0,0,0,0,0,10.73672695
493,60994,UKC11_1221,UK,54.52238391,-1.310343589,2,20404.85633,45.23658818,904.7317636,0,0,6360.264298,0,45.23658818,9.047317636,0,0,0,0,0,0,0,0,0,0,0,0,904.7317636,0,0,904.7317636,0,71618.5664,9.047317636,904.7317636,0,0,0,0,0,0,0,0,0,0,0,0,0,18.09463527,0,18.09463527,0,0,0,0,0,0,0,0,13.57097645
494,60995,UKC11_1222,UK,54.52296399,-1.308577802,2,17168.13214,38.06092583,761.2185166,0,0,5351.366172,0,38.06092583,7.612185166,0,0,0,0,0,0,0,0,0,0,0,0,761.2185166,0,0,761.2185166,0,60258.05778,7.612185166,761.2185166,0,0,0,0,0,0,0,0,0,0,0,0,0,15.22437033,0,15.22437033,0,0,0,0,0,0,0,0,11.41827775
495,60996,UKC11_1223,UK,54.52639966,-1.316673735,2,45652.28844,101.2089347,2024.178693,0,0,14229.97621,0,101.2089347,20.24178693,0,0,0,0,0,0,0,0,0,0,0,0,2024.178693,0,0,2024.178693,0,160233.9854,20.24178693,2024.178693,0,0,0,0,0,0,0,0,0,0,0,0,0,40.48357387,0,40.48357387,0,0,0,0,0,0,0,0,30.3626804
496,60997,UKC11_1224,UK,54.52500001,-1.313344606,2,14507.18976,32.16174415,643.234883,0,0,4521.941228,0,32.16174415,6.43234883,0,0,0,0,0,0,0,0,0,0,0,0,643.234883,0,0,643.234883,0,50918.47334,6.43234883,643.234883,0,0,0,0,0,0,0,0,0,0,0,0,0,12.86469766,0,12.86469766,0,0,0,0,0,0,0,0,9.648523245
497,60998,UKC11_1225,UK,54.52599745,-1.310863602,2,5688.632165,12.61142477,252.2284953,0,0,1773.166322,0,12.61142477,2.522284953,0,0,0,0,0,0,0,0,0,0,0,0,252.2284953,0,0,252.2284953,0,19966.40769,2.522284953,252.2284953,0,0,0,0,0,0,0,0,0,0,0,0,0,5.044569907,0,5.044569907,0,0,0,0,0,0,0,0,3.78342743
