,ID_,building,COUNTRY,CLC_2012,AREA_m2,07/02/2020,10/02/2020,15/02/2020,04/10/2020,31/10/2020,23/03/2021,LAT,LON
0,0_UKC11,retail,UK,3,46237.1066,40,40,40,0,0,0,54.68402472,-1.213242051
1,1_UKC11,yes,UK,2,6151.791556,5,3,3,0,0,0,54.57031481,-1.341109426
2,2_UKC11,school,UK,10,882.7842056,0,0,0,0,0,0,54.56554834,-1.339704493
3,3_UKC11,retail,UK,2,672.8937473,0,0,0,0,0,0,54.57346908,-1.350100813
4,4_UKC11,yes,UK,2,462.4346962,0,0,0,0,0,0,54.57329741,-1.349583659
5,5_UKC11,yes,UK,2,985.4372719,0,0,0,0,0,0,54.57362679,-1.350828685
6,6_UKC11,yes,UK,2,735.3994403,0,0,0,0,0,0,54.57318294,-1.35092907
7,7_UKC11,yes,UK,1,1129.576588,0,0,0,0,0,0,54.68567957,-1.213295455
8,8_UKC11,yes,UK,1,5492.384088,4,4,4,0,0,0,54.68577782,-1.214471118
9,9_UKC11,yes,UK,1,1211.418861,1,1,1,0,0,0,54.68628756,-1.214888585
10,10_UKC11,dormitory,UK,2,533.4913302,0,0,0,0,0,0,54.55887531,-1.305206347
11,11_UKC11,university,UK,2,1033.377557,0,0,0,0,0,0,54.56068854,-1.305234026
12,12_UKC11,train_station,UK,2,148.3886887,0,0,0,0,0,0,54.558956,-1.302154609
13,13_UKC11,university,UK,2,5271.799573,4,4,4,0,0,0,54.56352188,-1.298573337
14,14_UKC11,residential,UK,2,1882.566294,1,1,1,0,0,0,54.56160252,-1.295120316
15,15_UKC11,university,UK,2,2906.804225,2,2,2,0,0,0,54.56296047,-1.29611126
16,16_UKC11,university,UK,44,2742.215151,0,0,0,0,0,0,54.56356555,-1.296421122
17,17_UKC11,yes,UK,2,2525.678167,2,1,1,0,0,0,54.57093392,-1.305811041
18,18_UKC11,industrial,UK,3,2818.38441,2,2,2,0,0,0,54.59322241,-1.262579542
19,19_UKC11,industrial,UK,3,2667.879943,2,2,2,0,0,0,54.59409021,-1.262291917
20,20_UKC11,yes,UK,2,699.7799053,0,0,0,0,0,0,54.57202854,-1.359801235
21,21_UKC11,yes,UK,2,316.6435535,0,0,0,0,0,0,54.57803447,-1.360682744
22,22_UKC11,retail,UK,1,494.9627742,0,0,0,0,0,0,54.56341054,-1.312926275
23,23_UKC11,yes,UK,5,10555.18183,9,9,9,0,0,0,54.68958437,-1.210342338
24,24_UKC11,yes,UK,2,13993.81578,12,8,8,0,0,0,54.59311642,-1.353275731
25,25_UKC11,yes,UK,2,4075.63172,3,2,2,0,0,0,54.5722376,-1.339277138
26,26_UKC11,civic,UK,1,337.7842968,0,0,0,0,0,0,54.5641467,-1.3129165
27,27_UKC11,yes,UK,1,1007.057831,0,0,0,0,0,0,54.68563548,-1.212576115
28,28_UKC11,church,UK,3,737.3230563,0,0,0,0,0,0,54.68572986,-1.209436477
29,29_UKC11,church,UK,2,1648.257628,1,1,1,0,0,0,54.69392701,-1.215043597
30,30_UKC11,yes,UK,2,1596.622451,1,1,1,0,0,0,54.69410252,-1.216669519
31,31_UKC11,yes,UK,1,3230.381083,2,2,2,0,0,0,54.56107971,-1.326623025
32,32_UKC11,yes,UK,2,252.8134912,0,0,0,0,0,0,54.56846301,-1.332872345
33,33_UKC11,yes,UK,12,1454.307543,1,0,0,0,0,0,54.58570965,-1.362646079
34,34_UKC11,yes,UK,1,1515.067955,1,1,1,0,0,0,54.68236656,-1.211623545
35,35_UKC11,yes,UK,3,1816.122966,1,1,1,0,0,0,54.68490518,-1.209711749
36,36_UKC11,yes,UK,3,858.5729829,0,0,0,0,0,0,54.68517072,-1.205396362
37,37_UKC11,yes,UK,3,261.2015146,0,0,0,0,0,0,54.68574675,-1.205654531
38,38_UKC11,yes,UK,3,354.6959887,0,0,0,0,0,0,54.68598104,-1.207365
39,39_UKC11,yes,UK,2,2349.487046,2,2,2,0,0,0,54.68949378,-1.214523509
40,40_UKC11,yes,UK,1,2130.131259,1,1,1,0,0,0,54.68611512,-1.211958917
41,41_UKC11,yes,UK,1,1682.003644,1,1,1,0,0,0,54.68634776,-1.213797405
42,42_UKC11,yes,UK,5,1589.119738,1,1,1,0,0,0,54.69014885,-1.2013747
43,43_UKC11,yes,UK,26,750.2273131,0,0,0,0,0,0,54.60073256,-1.223345876
44,44_UKC11,hut,UK,26,102.0944538,0,0,0,0,0,0,54.59597087,-1.220249606
45,45_UKC11,yes,UK,18,91.60605109,0,0,0,0,0,0,54.62102873,-1.257086529
46,46_UKC11,commercial,UK,3,4627.303667,5,4,4,0,0,0,54.66220325,-1.207919999
47,47_UKC11,industrial,UK,3,6921.310623,6,6,6,0,0,0,54.65714975,-1.206825801
48,48_UKC11,yes,UK,3,15286.94316,17,13,13,0,0,0,54.66025058,-1.207128214
49,49_UKC11,retail,UK,3,760.7482878,0,0,0,0,0,0,54.66742195,-1.20811265
50,50_UKC11,retail,UK,3,1536.705693,1,1,1,0,0,0,54.66540143,-1.20953536
51,51_UKC11,retail,UK,3,3913.644265,3,3,3,0,0,0,54.66737646,-1.209948129
52,52_UKC11,retail,UK,3,1110.810407,1,0,0,0,0,0,54.6673264,-1.2092459
53,53_UKC11,retail,UK,3,3876.104212,4,3,3,0,0,0,54.66718118,-1.207194376
54,54_UKC11,industrial,UK,5,9649.936944,8,8,8,0,0,0,54.69808123,-1.204840234
55,55_UKC11,yes,UK,5,18460.73792,16,16,16,0,0,0,54.6984786,-1.201374472
56,56_UKC11,yes,UK,3,2495.656963,2,2,2,0,0,0,54.66087258,-1.205101437
57,57_UKC11,yes,UK,2,431.6210042,0,0,0,0,0,0,54.52046392,-1.359292461
58,58_UKC11,parking,UK,2,3169.745869,2,1,1,0,0,0,54.60667452,-1.29358252
59,59_UKC11,industrial,UK,3,29176.8514,25,25,25,0,0,0,54.60920483,-1.26481801
60,60_UKC11,greenhouse,UK,12,60673.32345,53,53,53,0,0,0,54.60539054,-1.259353843
61,61_UKC11,retail,UK,2,4253.2917,3,3,3,0,0,0,54.55979795,-1.278723128
62,62_UKC11,yes,UK,2,7064.90421,6,6,6,0,0,0,54.56218908,-1.298876019
63,63_UKC11,commercial,UK,3,9123.218012,8,8,8,0,0,0,54.59546386,-1.259123973
64,64_UKC11,yes,UK,2,1582.480752,1,1,1,0,0,0,54.52054741,-1.35052999
65,65_UKC11,yes,UK,2,383.2973724,0,0,0,0,0,0,54.52014635,-1.3491889
66,66_UKC11,yes,UK,2,5131.39521,4,4,4,0,0,0,54.56004695,-1.270911486
67,67_UKC11,retail,UK,2,5130.418584,4,4,4,0,0,0,54.56006839,-1.273801431
68,68_UKC11,yes,UK,2,858.4795085,0,0,0,0,0,0,54.7097206,-1.230867383
69,69_UKC11,school,UK,2,6118.043408,5,5,5,0,0,0,54.71003034,-1.232610573
70,70_UKC11,yes,UK,2,1553.836363,1,1,1,0,0,0,54.70996994,-1.230796214
71,71_UKC11,school,UK,2,1617.044118,1,1,1,0,0,0,54.53382739,-1.289462407
72,72_UKC11,yes,UK,2,998.5351868,0,0,0,0,0,0,54.51591596,-1.315646603
73,73_UKC11,yes,UK,2,5919.111195,5,5,5,0,0,0,54.51756961,-1.316593463
74,74_UKC11,yes,UK,2,708.5507676,0,0,0,0,0,0,54.51599087,-1.314312458
75,75_UKC11,yes,UK,2,2337.655296,2,2,2,0,0,0,54.52375624,-1.307795341
76,76_UKC11,school,UK,2,1645.401997,1,1,1,0,0,0,54.52737605,-1.320105293
77,77_UKC11,yes,UK,2,152.0729776,0,0,0,0,0,0,54.52767243,-1.320621206
78,78_UKC11,yes,UK,2,1317.180035,1,1,1,0,0,0,54.51487488,-1.31495878
79,79_UKC11,school,UK,12,3705.229417,3,3,3,0,0,0,54.50655481,-1.306859951
80,80_UKC11,yes,UK,2,351.1483845,0,0,0,0,0,0,54.51667288,-1.306829578
81,81_UKC11,yes,UK,18,302.9303767,0,0,0,0,0,0,54.54943548,-1.285689627
82,82_UKC11,yes,UK,2,325.6832748,0,0,0,0,0,0,54.5553088,-1.274093557
83,83_UKC11,yes,UK,11,107.7459349,0,0,0,0,0,0,54.55652628,-1.278697141
84,84_UKC11,retail,UK,2,4089.606295,3,3,3,0,0,0,54.55691235,-1.277838473
85,85_UKC11,retail,UK,2,9688.656898,8,8,8,0,0,0,54.55466756,-1.273137936
86,86_UKC11,retail,UK,2,13609.41447,12,12,12,0,0,0,54.55524594,-1.276306202
87,87_UKC11,yes,UK,3,309.7965553,0,0,0,0,0,0,54.54539315,-1.32268075
88,88_UKC11,office,UK,3,304.5655623,0,0,0,0,0,0,54.54687399,-1.321013581
89,89_UKC11,office,UK,3,317.6964301,0,0,0,0,0,0,54.5471187,-1.3200165
90,90_UKC11,yes,UK,3,317.019481,0,0,0,0,0,0,54.54537363,-1.323104379
91,91_UKC11,office,UK,3,670.1559349,0,0,0,0,0,0,54.546959,-1.3218727
92,92_UKC11,yes,UK,3,336.9939768,0,0,0,0,0,0,54.5463244,-1.32099265
93,93_UKC11,yes,UK,3,785.5307006,0,0,0,0,0,0,54.54506545,-1.32386275
94,94_UKC11,yes,UK,3,689.370993,0,0,0,0,0,0,54.54494935,-1.3201615
95,95_UKC11,yes,UK,3,690.2480454,0,0,0,0,0,0,54.5444952,-1.321261877
96,96_UKC11,yes,UK,3,215.1862485,0,0,0,0,0,0,54.547855,-1.32022895
97,97_UKC11,yes,UK,3,902.4404014,0,0,0,0,0,0,54.54425395,-1.324477601
98,98_UKC11,yes,UK,3,665.2233619,0,0,0,0,0,0,54.54535015,-1.320276799
99,99_UKC11,yes,UK,3,294.0169647,0,0,0,0,0,0,54.5462002,-1.32058622
100,100_UKC11,yes,UK,3,290.3924353,0,0,0,0,0,0,54.54598993,-1.321196894
101,101_UKC11,yes,UK,3,15.97387749,0,0,0,0,0,0,54.54790157,-1.320390487
102,102_UKC11,yes,UK,3,900.4601658,0,0,0,0,0,0,54.54465546,-1.325000024
103,103_UKC11,yes,UK,3,301.0989994,0,0,0,0,0,0,54.54541465,-1.3209876
104,104_UKC11,yes,UK,3,326.0130195,0,0,0,0,0,0,54.5451388,-1.3232416
105,105_UKC11,yes,UK,3,300.8558762,0,0,0,0,0,0,54.54644405,-1.322060832
106,106_UKC11,yes,UK,3,302.274381,0,0,0,0,0,0,54.5449331,-1.32327725
107,107_UKC11,yes,UK,3,311.7753317,0,0,0,0,0,0,54.54619797,-1.321798607
108,108_UKC11,yes,UK,3,305.2074086,0,0,0,0,0,0,54.54609547,-1.320893388
109,109_UKC11,yes,UK,3,768.2460669,0,0,0,0,0,0,54.54424063,-1.325653487
110,110_UKC11,yes,UK,3,642.203486,0,0,0,0,0,0,54.54567915,-1.32082045
111,111_UKC11,yes,UK,3,806.0160428,0,0,0,0,0,0,54.54820749,-1.320942307
112,112_UKC11,yes,UK,3,306.1333785,0,0,0,0,0,0,54.54565392,-1.320002265
113,113_UKC11,yes,UK,3,335.6633528,0,0,0,0,0,0,54.54460559,-1.322837827
114,114_UKC11,yes,UK,3,203.5474577,0,0,0,0,0,0,54.54864343,-1.322653649
115,115_UKC11,yes,UK,3,1879.985609,1,1,1,0,0,0,54.54493542,-1.325945896
116,116_UKC11,yes,UK,3,314.1378549,0,0,0,0,0,0,54.5445738,-1.3223864
117,117_UKC11,yes,UK,3,451.6462093,0,0,0,0,0,0,54.5461816,-1.32377985
118,118_UKC11,yes,UK,3,298.9888784,0,0,0,0,0,0,54.54469223,-1.323241364
119,119_UKC11,yes,UK,3,329.4428422,0,0,0,0,0,0,54.54622085,-1.3212971
120,120_UKC11,yes,UK,3,326.4622403,0,0,0,0,0,0,54.5458854,-1.32150875
121,121_UKC11,yes,UK,3,606.6450518,0,0,0,0,0,0,54.54738326,-1.321401865
122,122_UKC11,yes,UK,3,326.9092023,0,0,0,0,0,0,54.54544462,-1.321787908
123,123_UKC11,yes,UK,3,2244.735737,1,1,1,0,0,0,54.54468827,-1.324153327
124,124_UKC11,warehouse,UK,3,8037.037467,7,7,7,0,0,0,54.5478484,-1.323970652
125,125_UKC11,yes,UK,3,235.6783535,0,0,0,0,0,0,54.54496938,-1.322046883
126,126_UKC11,yes,UK,3,64.97106531,0,0,0,0,0,0,54.54583655,-1.3237007
127,127_UKC11,yes,UK,3,195.116399,0,0,0,0,0,0,54.5464021,-1.3231895
128,128_UKC11,yes,UK,3,2262.576278,1,1,1,0,0,0,54.54520958,-1.325571702
129,129_UKC11,office,UK,3,316.5487963,0,0,0,0,0,0,54.5469084,-1.319921725
130,130_UKC11,yes,UK,3,703.0020038,0,0,0,0,0,0,54.54473025,-1.321840599
131,131_UKC11,yes,UK,3,2009.555416,1,1,1,0,0,0,54.5456393,-1.32436995
132,132_UKC11,yes,UK,3,683.3996877,0,0,0,0,0,0,54.54457965,-1.32052855
133,133_UKC11,yes,UK,3,1077.613775,0,0,0,0,0,0,54.54821871,-1.319763716
134,134_UKC11,yes,UK,3,302.9363335,0,0,0,0,0,0,54.54535612,-1.322222914
135,135_UKC11,yes,UK,3,6465.634591,5,5,5,0,0,0,54.54366773,-1.322043476
136,136_UKC11,yes,UK,2,229.6065048,0,0,0,0,0,0,54.51558028,-1.309308198
137,137_UKC11,yes,UK,2,112.1821516,0,0,0,0,0,0,54.5152957,-1.307495531
138,138_UKC11,yes,UK,2,128.2919199,0,0,0,0,0,0,54.51475049,-1.309216075
139,139_UKC11,yes,UK,2,85.12873997,0,0,0,0,0,0,54.51522065,-1.3079275
140,140_UKC11,yes,UK,2,72.00341308,0,0,0,0,0,0,54.5152173,-1.30954095
141,141_UKC11,yes,UK,2,115.3250782,0,0,0,0,0,0,54.51569005,-1.308311
142,142_UKC11,yes,UK,2,201.0958004,0,0,0,0,0,0,54.51491121,-1.308133969
143,143_UKC11,yes,UK,2,98.75060445,0,0,0,0,0,0,54.51533915,-1.309002669
144,144_UKC11,yes,UK,2,128.3048451,0,0,0,0,0,0,54.51497545,-1.3091317
145,145_UKC11,yes,UK,2,175.9360894,0,0,0,0,0,0,54.51571143,-1.307689844
146,146_UKC11,yes,UK,2,64.36070138,0,0,0,0,0,0,54.51508672,-1.308745557
147,147_UKC11,yes,UK,2,112.7943786,0,0,0,0,0,0,54.51569282,-1.30814026
148,148_UKC11,yes,UK,2,84.11897517,0,0,0,0,0,0,54.5148248,-1.3084653
149,149_UKC11,yes,UK,2,122.1666812,0,0,0,0,0,0,54.51536639,-1.30878872
150,150_UKC11,yes,UK,2,104.8018532,0,0,0,0,0,0,54.5157165,-1.3073097
151,151_UKC11,yes,UK,2,75.51673062,0,0,0,0,0,0,54.51480688,-1.308815989
152,152_UKC11,yes,UK,2,92.32445019,0,0,0,0,0,0,54.5154727,-1.3098178
153,153_UKC11,yes,UK,2,121.2218207,0,0,0,0,0,0,54.51510983,-1.308519673
154,154_UKC11,yes,UK,2,100.3990042,0,0,0,0,0,0,54.5154254,-1.3079743
155,155_UKC11,yes,UK,2,120.0807672,0,0,0,0,0,0,54.51476092,-1.309011188
156,156_UKC11,yes,UK,2,68.41158677,0,0,0,0,0,0,54.5154976,-1.30962285
157,157_UKC11,yes,UK,2,175.0951008,0,0,0,0,0,0,54.51535135,-1.30772545
158,158_UKC11,yes,UK,2,104.9166806,0,0,0,0,0,0,54.51566467,-1.308999906
159,159_UKC11,yes,UK,2,90.33998773,0,0,0,0,0,0,54.5152533,-1.3093827
160,160_UKC11,yes,UK,2,96.27180299,0,0,0,0,0,0,54.5151819,-1.3097149
161,161_UKC11,yes,UK,2,227.5701432,0,0,0,0,0,0,54.51567577,-1.308648492
162,162_UKC11,yes,UK,2,78.73283806,0,0,0,0,0,0,54.51509813,-1.307798812
163,163_UKC11,yes,UK,2,129.051553,0,0,0,0,0,0,54.51530287,-1.309208112
164,164_UKC11,yes,UK,2,121.9990286,0,0,0,0,0,0,54.51508815,-1.309135
165,165_UKC11,yes,UK,2,122.4751963,0,0,0,0,0,0,54.5156931,-1.30794045
166,166_UKC11,yes,UK,2,90.11772328,0,0,0,0,0,0,54.51481173,-1.308644412
167,167_UKC11,yes,UK,2,129.2039713,0,0,0,0,0,0,54.5153891,-1.3085458
168,168_UKC11,yes,UK,2,143.8677758,0,0,0,0,0,0,54.51555432,-1.307318465
169,169_UKC11,yes,UK,2,53.11335368,0,0,0,0,0,0,54.51516043,-1.308327941
170,170_UKC11,yes,UK,2,1960.955646,1,1,1,0,0,0,54.70995619,-1.249303003
171,171_UKC11,yes,UK,2,95.36645586,0,0,0,0,0,0,54.51796635,-1.3096624
172,172_UKC11,yes,UK,2,206.254497,0,0,0,0,0,0,54.5167911,-1.311124532
173,173_UKC11,yes,UK,2,148.5760561,0,0,0,0,0,0,54.51778005,-1.310518031
174,174_UKC11,yes,UK,2,400.377843,0,0,0,0,0,0,54.51714178,-1.309211278
175,175_UKC11,yes,UK,2,178.8241417,0,0,0,0,0,0,54.51590015,-1.30927875
176,176_UKC11,yes,UK,2,90.18561791,0,0,0,0,0,0,54.51709234,-1.310244975
177,177_UKC11,yes,UK,2,77.40171984,0,0,0,0,0,0,54.517453,-1.310138731
178,178_UKC11,yes,UK,2,175.7319548,0,0,0,0,0,0,54.5165003,-1.3107804
179,179_UKC11,yes,UK,2,78.99258341,0,0,0,0,0,0,54.51656495,-1.30876895
180,180_UKC11,yes,UK,2,119.2645458,0,0,0,0,0,0,54.5176749,-1.3104143
181,181_UKC11,yes,UK,2,77.84447524,0,0,0,0,0,0,54.51774135,-1.308894581
182,182_UKC11,yes,UK,2,113.4837924,0,0,0,0,0,0,54.516198,-1.3095591
183,183_UKC11,yes,UK,2,92.17845436,0,0,0,0,0,0,54.5160907,-1.30919532
184,184_UKC11,yes,UK,2,211.8245972,0,0,0,0,0,0,54.51607265,-1.310112718
185,185_UKC11,yes,UK,2,112.4242024,0,0,0,0,0,0,54.51720985,-1.3098941
186,186_UKC11,yes,UK,2,124.420946,0,0,0,0,0,0,54.5169953,-1.3090396
187,187_UKC11,yes,UK,2,98.64994492,0,0,0,0,0,0,54.5178929,-1.31009895
188,188_UKC11,yes,UK,2,94.69839995,0,0,0,0,0,0,54.51774515,-1.311066583
189,189_UKC11,yes,UK,2,91.76753668,0,0,0,0,0,0,54.51687105,-1.3099745
190,190_UKC11,yes,UK,2,84.31741208,0,0,0,0,0,0,54.5167786,-1.3091048
191,191_UKC11,yes,UK,2,116.6757017,0,0,0,0,0,0,54.5162204,-1.3085418
192,192_UKC11,yes,UK,2,88.444642,0,0,0,0,0,0,54.51696707,-1.310778611
193,193_UKC11,yes,UK,2,209.1082223,0,0,0,0,0,0,54.51622965,-1.31033025
194,194_UKC11,yes,UK,2,90.18681678,0,0,0,0,0,0,54.5148147,-1.3095854
195,195_UKC11,yes,UK,2,124.2960839,0,0,0,0,0,0,54.516806,-1.30853125
196,196_UKC11,yes,UK,2,105.5323909,0,0,0,0,0,0,54.51635954,-1.309013425
197,197_UKC11,yes,UK,2,125.6810495,0,0,0,0,0,0,54.5178208,-1.310908333
198,198_UKC11,yes,UK,2,70.32380036,0,0,0,0,0,0,54.51760385,-1.30952605
199,199_UKC11,yes,UK,2,126.7212639,0,0,0,0,0,0,54.51603692,-1.308544809
200,200_UKC11,yes,UK,2,78.70221248,0,0,0,0,0,0,54.51705445,-1.31086115
201,201_UKC11,yes,UK,2,89.06701749,0,0,0,0,0,0,54.5147135,-1.3095816
202,202_UKC11,yes,UK,2,90.33831578,0,0,0,0,0,0,54.5168713,-1.31014095
203,203_UKC11,yes,UK,2,113.8502532,0,0,0,0,0,0,54.51655229,-1.308411525
204,204_UKC11,yes,UK,2,64.78623061,0,0,0,0,0,0,54.5176485,-1.309312619
205,205_UKC11,yes,UK,2,125.277547,0,0,0,0,0,0,54.5174289,-1.31075085
206,206_UKC11,yes,UK,2,213.5886184,0,0,0,0,0,0,54.51585215,-1.30956648
207,207_UKC11,yes,UK,2,162.5274629,0,0,0,0,0,0,54.51713522,-1.31045332
208,208_UKC11,yes,UK,2,137.4435918,0,0,0,0,0,0,54.51657655,-1.30958245
209,209_UKC11,yes,UK,2,84.6503535,0,0,0,0,0,0,54.51742725,-1.3113857
210,210_UKC11,yes,UK,2,78.86059563,0,0,0,0,0,0,54.51656145,-1.30859185
211,211_UKC11,yes,UK,2,124.5667635,0,0,0,0,0,0,54.51685765,-1.3095764
212,212_UKC11,yes,UK,2,66.45540567,0,0,0,0,0,0,54.51769035,-1.30910645
213,213_UKC11,yes,UK,2,77.46149089,0,0,0,0,0,0,54.5161431,-1.30936625
214,214_UKC11,yes,UK,2,123.6701382,0,0,0,0,0,0,54.5173115,-1.31063755
215,215_UKC11,yes,UK,2,106.694381,0,0,0,0,0,0,54.5160446,-1.3090104
216,216_UKC11,yes,UK,2,115.7047386,0,0,0,0,0,0,54.51676969,-1.310566188
217,217_UKC11,yes,UK,2,99.97352302,0,0,0,0,0,0,54.51501,-1.3095769
218,218_UKC11,yes,UK,2,82.07060548,0,0,0,0,0,0,54.51686565,-1.30903135
219,219_UKC11,yes,UK,2,219.6701427,0,0,0,0,0,0,54.5157885,-1.30987955
220,220_UKC11,yes,UK,2,243.9031554,0,0,0,0,0,0,54.51705455,-1.30854475
221,221_UKC11,yes,UK,2,147.3713619,0,0,0,0,0,0,54.5176241,-1.31119465
222,222_UKC11,yes,UK,2,109.8860522,0,0,0,0,0,0,54.51791965,-1.3091645
223,223_UKC11,yes,UK,2,139.30836,0,0,0,0,0,0,54.51724429,-1.310978169
224,224_UKC11,yes,UK,2,167.6894773,0,0,0,0,0,0,54.51657885,-1.30916555
225,225_UKC11,yes,UK,2,167.8763472,0,0,0,0,0,0,54.5163625,-1.30849795
226,226_UKC11,yes,UK,2,90.181659,0,0,0,0,0,0,54.51687553,-1.310698393
227,227_UKC11,yes,UK,2,107.8300101,0,0,0,0,0,0,54.51491425,-1.3095713
228,228_UKC11,yes,UK,2,97.809451,0,0,0,0,0,0,54.51716494,-1.311386919
229,229_UKC11,yes,UK,2,97.51355549,0,0,0,0,0,0,54.51692615,-1.308532
230,230_UKC11,yes,UK,2,158.9969953,0,0,0,0,0,0,54.51755759,-1.309732969
231,231_UKC11,yes,UK,2,81.70205103,0,0,0,0,0,0,54.51775835,-1.3099856
232,232_UKC11,yes,UK,2,71.81979022,0,0,0,0,0,0,54.51658657,-1.309992509
233,233_UKC11,yes,UK,2,125.1936821,0,0,0,0,0,0,54.51654797,-1.308946787
234,234_UKC11,yes,UK,2,137.9498342,0,0,0,0,0,0,54.51742745,-1.3090246
235,235_UKC11,yes,UK,2,136.5110217,0,0,0,0,0,0,54.51756525,-1.3108644
236,236_UKC11,yes,UK,2,86.2269235,0,0,0,0,0,0,54.51782985,-1.3095629
237,237_UKC11,yes,UK,2,114.6838829,0,0,0,0,0,0,54.51672232,-1.309589141
238,238_UKC11,yes,UK,2,89.57362463,0,0,0,0,0,0,54.5165966,-1.3101631
239,239_UKC11,yes,UK,2,172.8313121,0,0,0,0,0,0,54.51732655,-1.30956065
240,240_UKC11,yes,UK,2,88.60654546,0,0,0,0,0,0,54.51811005,-1.309736
241,241_UKC11,yes,UK,2,179.4623725,0,0,0,0,0,0,54.51663255,-1.310976233
242,242_UKC11,yes,UK,2,188.5783163,0,0,0,0,0,0,54.5174799,-1.3087591
243,243_UKC11,yes,UK,2,151.3948698,0,0,0,0,0,0,54.5169821,-1.30953665
244,244_UKC11,yes,UK,2,103.4986626,0,0,0,0,0,0,54.51819175,-1.3093329
245,245_UKC11,yes,UK,2,133.3772102,0,0,0,0,0,0,54.51742375,-1.31035745
246,246_UKC11,yes,UK,2,155.2281809,0,0,0,0,0,0,54.5166481,-1.3103877
247,247_UKC11,yes,UK,2,230.2799848,0,0,0,0,0,0,54.51722987,-1.308533273
248,248_UKC11,yes,UK,2,36.41626412,0,0,0,0,0,0,54.5173004,-1.30978705
249,249_UKC11,yes,UK,2,101.5757448,0,0,0,0,0,0,54.5180565,-1.30925525
250,250_UKC11,yes,UK,2,105.0787677,0,0,0,0,0,0,54.5172089,-1.31118805
251,251_UKC11,yes,UK,2,111.2325276,0,0,0,0,0,0,54.51800925,-1.31018305
252,252_UKC11,yes,UK,2,130.8510865,0,0,0,0,0,0,54.51705145,-1.3099387
253,253_UKC11,yes,UK,2,154.9333625,0,0,0,0,0,0,54.5169486,-1.31123755
254,254_UKC11,yes,UK,2,112.5194527,0,0,0,0,0,0,54.51749205,-1.30992715
255,255_UKC11,yes,UK,2,114.5766192,0,0,0,0,0,0,54.51792675,-1.31061
256,256_UKC11,yes,UK,2,115.0084102,0,0,0,0,0,0,54.5163789,-1.309963282
257,257_UKC11,yes,UK,2,102.4297912,0,0,0,0,0,0,54.51627005,-1.3097871
258,258_UKC11,yes,UK,2,185.4301045,0,0,0,0,0,0,54.5163634,-1.3105522
259,259_UKC11,yes,UK,2,134.3629642,0,0,0,0,0,0,54.51739137,-1.30929215
260,260_UKC11,yes,UK,2,66.41438525,0,0,0,0,0,0,54.51628297,-1.311580759
261,261_UKC11,yes,UK,2,70.20898542,0,0,0,0,0,0,54.5162805,-1.31217605
262,262_UKC11,yes,UK,2,104.9277026,0,0,0,0,0,0,54.5157244,-1.31228285
263,263_UKC11,yes,UK,2,59.91133973,0,0,0,0,0,0,54.51627328,-1.312696088
264,264_UKC11,yes,UK,2,90.55245939,0,0,0,0,0,0,54.51727887,-1.313614205
265,265_UKC11,yes,UK,2,95.18034592,0,0,0,0,0,0,54.51755325,-1.31255915
266,266_UKC11,yes,UK,2,66.82150881,0,0,0,0,0,0,54.51628315,-1.31103565
267,267_UKC11,yes,UK,2,77.17507969,0,0,0,0,0,0,54.51577723,-1.31197124
268,268_UKC11,yes,UK,2,78.97815997,0,0,0,0,0,0,54.51671839,-1.312006218
269,269_UKC11,yes,UK,2,56.41758657,0,0,0,0,0,0,54.51631475,-1.312559081
270,270_UKC11,yes,UK,2,46.48279552,0,0,0,0,0,0,54.51651025,-1.31299995
271,271_UKC11,yes,UK,2,67.67762014,0,0,0,0,0,0,54.5175247,-1.3126973
272,272_UKC11,yes,UK,2,57.61927521,0,0,0,0,0,0,54.5169347,-1.31294885
273,273_UKC11,yes,UK,2,65.00792177,0,0,0,0,0,0,54.51589635,-1.31135
274,274_UKC11,yes,UK,2,56.03266634,0,0,0,0,0,0,54.51604978,-1.311957482
275,275_UKC11,yes,UK,2,142.6474633,0,0,0,0,0,0,54.5162211,-1.3132085
276,276_UKC11,yes,UK,2,74.40429068,0,0,0,0,0,0,54.51695869,-1.312636671
277,277_UKC11,yes,UK,2,59.80461152,0,0,0,0,0,0,54.5176893,-1.311946818
278,278_UKC11,yes,UK,2,66.89280362,0,0,0,0,0,0,54.5164173,-1.31178145
279,279_UKC11,yes,UK,2,67.55316997,0,0,0,0,0,0,54.5160463,-1.3124373
280,280_UKC11,yes,UK,2,106.289642,0,0,0,0,0,0,54.51583175,-1.31149195
281,281_UKC11,yes,UK,2,104.2779935,0,0,0,0,0,0,54.51743255,-1.312057269
282,282_UKC11,yes,UK,2,79.27283446,0,0,0,0,0,0,54.51643055,-1.31328425
283,283_UKC11,yes,UK,2,51.61533875,0,0,0,0,0,0,54.5162513,-1.3128454
284,284_UKC11,yes,UK,2,70.14357492,0,0,0,0,0,0,54.51671915,-1.31246105
285,285_UKC11,yes,UK,2,63.94396479,0,0,0,0,0,0,54.51697692,-1.312474991
286,286_UKC11,yes,UK,2,91.99451968,0,0,0,0,0,0,54.51762405,-1.31226945
287,287_UKC11,yes,UK,2,72.13385361,0,0,0,0,0,0,54.51594295,-1.31091245
288,288_UKC11,yes,UK,2,60.19786752,0,0,0,0,0,0,54.51619292,-1.311510117
289,289_UKC11,yes,UK,2,86.09260611,0,0,0,0,0,0,54.51602768,-1.312591845
