,ID_,building,COUNTRY,CLC_2012,AREA_m2,07/02/2020,10/02/2020,15/02/2020,04/10/2020,31/10/2020,23/03/2021,LAT,LON
1452,1452_UKC11,yes,UK,10,42.27229304,0,0,0,0,0,0,54.5695732,-1.34816825
1453,1453_UKC11,yes,UK,10,50.90510282,0,0,0,0,0,0,54.56958265,-1.3480386
1454,1454_UKC11,yes,UK,10,53.56022522,0,0,0,0,0,0,54.57036597,-1.349029811
1455,1455_UKC11,yes,UK,10,71.40603123,0,0,0,0,0,0,54.57041555,-1.348909124
1456,1456_UKC11,yes,UK,10,63.93228615,0,0,0,0,0,0,54.56994173,-1.348951633
1457,1457_UKC11,yes,UK,10,76.92228614,0,0,0,0,0,0,54.5708294,-1.347976779
1458,1458_UKC11,yes,UK,10,38.74045566,0,0,0,0,0,0,54.57003386,-1.348759493
1459,1459_UKC11,yes,UK,10,36.80874868,0,0,0,0,0,0,54.56987915,-1.347626
1460,1460_UKC11,yes,UK,10,46.8405358,0,0,0,0,0,0,54.5701193,-1.348393
1461,1461_UKC11,yes,UK,10,68.19490682,0,0,0,0,0,0,54.56961975,-1.347853782
1462,1462_UKC11,yes,UK,10,60.38565662,0,0,0,0,0,0,54.57033055,-1.347674
1463,1463_UKC11,yes,UK,10,73.95479107,0,0,0,0,0,0,54.57012213,-1.348144306
1464,1464_UKC11,yes,UK,10,43.01752721,0,0,0,0,0,0,54.57012029,-1.34856062
1465,1465_UKC11,yes,UK,10,60.64829874,0,0,0,0,0,0,54.56954542,-1.348392006
1466,1466_UKC11,yes,UK,10,56.74271493,0,0,0,0,0,0,54.569922,-1.348090321
1467,1467_UKC11,yes,UK,10,99.47442824,0,0,0,0,0,0,54.57006188,-1.349517496
1468,1468_UKC11,yes,UK,10,92.71494033,0,0,0,0,0,0,54.570479,-1.348752305
1469,1469_UKC11,yes,UK,10,52.94872922,0,0,0,0,0,0,54.57032127,-1.348168374
1470,1470_UKC11,yes,UK,10,45.11194664,0,0,0,0,0,0,54.570109,-1.3486317
1471,1471_UKC11,yes,UK,10,32.60922586,0,0,0,0,0,0,54.57059652,-1.34770835
1472,1472_UKC11,yes,UK,10,46.04880263,0,0,0,0,0,0,54.57070156,-1.348327032
1473,1473_UKC11,yes,UK,10,108.7332478,0,0,0,0,0,0,54.56967985,-1.349084064
1474,1474_UKC11,yes,UK,10,39.80275421,0,0,0,0,0,0,54.5702479,-1.3491594
1475,1475_UKC11,yes,UK,10,34.90269344,0,0,0,0,0,0,54.5701902,-1.3476883
1476,1476_UKC11,yes,UK,10,62.56882447,0,0,0,0,0,0,54.56997425,-1.348110579
1477,1477_UKC11,yes,UK,10,57.63457114,0,0,0,0,0,0,54.56983534,-1.34925309
1478,1478_UKC11,yes,UK,10,81.61995003,0,0,0,0,0,0,54.5705244,-1.348596384
1479,1479_UKC11,yes,UK,10,89.0347062,0,0,0,0,0,0,54.57091146,-1.347652376
1480,1480_UKC11,yes,UK,10,39.21095866,0,0,0,0,0,0,54.56983072,-1.348413257
1481,1481_UKC11,yes,UK,10,48.02870076,0,0,0,0,0,0,54.57055502,-1.348201498
1482,1482_UKC11,yes,UK,10,65.92003978,0,0,0,0,0,0,54.56991432,-1.349039613
1483,1483_UKC11,office,UK,2,1589.052854,1,0,0,0,0,0,54.56509598,-1.306241196
1484,1484_UKC11,yes,UK,18,226.5739467,0,0,0,0,0,0,54.50561784,-1.314260033
1485,1485_UKC11,yes,UK,12,358.6779431,0,0,0,0,0,0,54.50369159,-1.315142486
1486,1486_UKC11,yes,UK,3,182.4837299,0,0,0,0,0,0,54.5709701,-1.279523974
1487,1487_UKC11,yes,UK,10,216.535661,0,0,0,0,0,0,54.5711344,-1.2700832
1488,1488_UKC11,retail,UK,3,1420.063891,1,1,1,0,0,0,54.57283413,-1.284514986
1489,1489_UKC11,yes,UK,3,1782.221619,1,1,1,0,0,0,54.57125942,-1.277352345
1490,1490_UKC11,yes,UK,3,1672.49396,1,1,1,0,0,0,54.5713133,-1.27615675
1491,1491_UKC11,commercial,UK,3,313.5091524,0,0,0,0,0,0,54.57122151,-1.280467703
1492,1492_UKC11,yes,UK,3,1955.360511,1,1,1,0,0,0,54.57110078,-1.277881647
1493,1493_UKC11,industrial,UK,3,533.5266922,0,0,0,0,0,0,54.57102659,-1.278995027
1494,1494_UKC11,yes,UK,3,273.0543739,0,0,0,0,0,0,54.57084375,-1.2900416
1495,1495_UKC11,commercial,UK,3,884.6611172,0,0,0,0,0,0,54.57213463,-1.284028454
1496,1496_UKC11,industrial,UK,3,523.4771488,0,0,0,0,0,0,54.5710024,-1.27860835
1497,1497_UKC11,commercial,UK,3,77.29616111,0,0,0,0,0,0,54.57279875,-1.28432492
1498,1498_UKC11,retail,UK,3,568.6837164,0,0,0,0,0,0,54.57238548,-1.284096796
1499,1499_UKC11,commercial,UK,3,2962.231429,2,2,2,0,0,0,54.57143815,-1.275125924
1500,1500_UKC11,yes,UK,3,197.776611,0,0,0,0,0,0,54.57113361,-1.276855984
1501,1501_UKC11,yes,UK,3,688.6481397,0,0,0,0,0,0,54.57199141,-1.283843742
1502,1502_UKC11,yes,UK,12,156.3338751,0,0,0,0,0,0,54.70585184,-1.278270673
1503,1503_UKC11,office,UK,2,693.7254085,0,0,0,0,0,0,54.55951515,-1.306510092
1504,1504_UKC11,apartments,UK,2,578.7229837,0,0,0,0,0,0,54.55887502,-1.306002233
1505,1505_UKC11,apartments,UK,2,611.6636195,0,0,0,0,0,0,54.55919883,-1.30630074
1506,1506_UKC11,apartments,UK,2,934.4500171,0,0,0,0,0,0,54.56007205,-1.306943649
1507,1507_UKC11,yes,UK,2,1036.173717,0,0,0,0,0,0,54.59051041,-1.342007732
1508,1508_UKC11,yes,UK,2,1573.5192,1,0,0,0,0,0,54.58870704,-1.340762601
1509,1509_UKC11,yes,UK,2,2797.028756,2,1,1,0,0,0,54.58992079,-1.342961827
1510,1510_UKC11,school,UK,2,1523.687015,1,0,0,0,0,0,54.58203299,-1.33667587
1511,1511_UKC11,yes,UK,2,117.2346451,0,0,0,0,0,0,54.58226303,-1.336878734
1512,1512_UKC11,yes,UK,2,96.59727901,0,0,0,0,0,0,54.57419072,-1.342362003
1513,1513_UKC11,yes,UK,2,127.4413599,0,0,0,0,0,0,54.57471617,-1.342135367
1514,1514_UKC11,yes,UK,2,80.44741731,0,0,0,0,0,0,54.57462707,-1.342613502
1515,1515_UKC11,yes,UK,2,149.5582974,0,0,0,0,0,0,54.57484349,-1.342074342
1516,1516_UKC11,yes,UK,2,131.4471135,0,0,0,0,0,0,54.57491102,-1.341748441
1517,1517_UKC11,yes,UK,2,106.923673,0,0,0,0,0,0,54.57448816,-1.342895781
1518,1518_UKC11,yes,UK,2,125.2486135,0,0,0,0,0,0,54.57495536,-1.341569831
1519,1519_UKC11,yes,UK,2,85.28906757,0,0,0,0,0,0,54.5744825,-1.34303835
1520,1520_UKC11,yes,UK,2,141.931814,0,0,0,0,0,0,54.57512259,-1.341353461
1521,1521_UKC11,yes,UK,2,90.13054091,0,0,0,0,0,0,54.57486218,-1.343151571
1522,1522_UKC11,yes,UK,2,77.48414964,0,0,0,0,0,0,54.5742394,-1.341865328
1523,1523_UKC11,yes,UK,2,143.1949822,0,0,0,0,0,0,54.5751668,-1.341146919
1524,1524_UKC11,yes,UK,2,83.77247543,0,0,0,0,0,0,54.5748879,-1.34301778
1525,1525_UKC11,yes,UK,2,136.8667356,0,0,0,0,0,0,54.57521357,-1.340909432
1526,1526_UKC11,yes,UK,2,89.71053449,0,0,0,0,0,0,54.57492715,-1.34289468
1527,1527_UKC11,yes,UK,2,81.74477599,0,0,0,0,0,0,54.5749497,-1.3427637
1528,1528_UKC11,yes,UK,2,67.56612256,0,0,0,0,0,0,54.57497135,-1.3425932
1529,1529_UKC11,yes,UK,2,69.87974038,0,0,0,0,0,0,54.57498852,-1.342494307
1530,1530_UKC11,yes,UK,2,90.6623001,0,0,0,0,0,0,54.57429275,-1.342379423
1531,1531_UKC11,yes,UK,2,91.39560711,0,0,0,0,0,0,54.57507834,-1.342383617
1532,1532_UKC11,yes,UK,2,86.06619633,0,0,0,0,0,0,54.57510692,-1.342263056
1533,1533_UKC11,yes,UK,2,85.99309912,0,0,0,0,0,0,54.57513905,-1.3421336
1534,1534_UKC11,yes,UK,2,84.65493761,0,0,0,0,0,0,54.57516114,-1.34200187
1535,1535_UKC11,yes,UK,2,86.30409573,0,0,0,0,0,0,54.57519998,-1.341876186
1536,1536_UKC11,yes,UK,2,95.53432637,0,0,0,0,0,0,54.57434226,-1.34189519
1537,1537_UKC11,yes,UK,2,138.6526253,0,0,0,0,0,0,54.57533177,-1.341649813
1538,1538_UKC11,yes,UK,2,138.2681241,0,0,0,0,0,0,54.57540301,-1.341443974
1539,1539_UKC11,yes,UK,2,149.0199006,0,0,0,0,0,0,54.57545825,-1.34122705
1540,1540_UKC11,yes,UK,2,140.0042175,0,0,0,0,0,0,54.57550544,-1.341010119
1541,1541_UKC11,yes,UK,2,105.6518831,0,0,0,0,0,0,54.57438577,-1.342470346
1542,1542_UKC11,yes,UK,2,136.1330671,0,0,0,0,0,0,54.57448148,-1.341954735
1543,1543_UKC11,yes,UK,2,85.39837762,0,0,0,0,0,0,54.5744665,-1.3425246
1544,1544_UKC11,yes,UK,2,132.8860879,0,0,0,0,0,0,54.57460767,-1.342032851
1545,1545_UKC11,yes,UK,2,78.50768996,0,0,0,0,0,0,54.57456953,-1.342581697
1546,1546_UKC11,yes,UK,2,113.3026819,0,0,0,0,0,0,54.57385791,-1.340588059
1547,1547_UKC11,yes,UK,2,79.10043076,0,0,0,0,0,0,54.57387818,-1.339444294
1548,1548_UKC11,yes,UK,2,89.81861963,0,0,0,0,0,0,54.5742362,-1.339819072
1549,1549_UKC11,yes,UK,2,77.92451875,0,0,0,0,0,0,54.573963,-1.33937985
1550,1550_UKC11,yes,UK,2,78.75681675,0,0,0,0,0,0,54.5740542,-1.33933195
1551,1551_UKC11,yes,UK,2,91.28777362,0,0,0,0,0,0,54.57433773,-1.339792426
1552,1552_UKC11,yes,UK,2,125.5939522,0,0,0,0,0,0,54.57416071,-1.339255132
1553,1553_UKC11,yes,UK,2,95.23982402,0,0,0,0,0,0,54.574446,-1.339776
1554,1554_UKC11,yes,UK,2,122.0570472,0,0,0,0,0,0,54.57470214,-1.33928334
1555,1555_UKC11,yes,UK,2,86.18426429,0,0,0,0,0,0,54.57453969,-1.339773528
1556,1556_UKC11,yes,UK,2,78.13515117,0,0,0,0,0,0,54.57485628,-1.339292228
1557,1557_UKC11,yes,UK,2,95.99598372,0,0,0,0,0,0,54.57463593,-1.339788216
1558,1558_UKC11,yes,UK,2,76.9603901,0,0,0,0,0,0,54.57491915,-1.3393063
1559,1559_UKC11,yes,UK,2,108.3661742,0,0,0,0,0,0,54.57489876,-1.339841313
1560,1560_UKC11,yes,UK,2,82.74956084,0,0,0,0,0,0,54.57501006,-1.339340636
1561,1561_UKC11,yes,UK,2,76.20548562,0,0,0,0,0,0,54.5749865,-1.3398562
1562,1562_UKC11,yes,UK,2,94.57033885,0,0,0,0,0,0,54.57515578,-1.339414359
1563,1563_UKC11,yes,UK,2,71.25935276,0,0,0,0,0,0,54.57507673,-1.33991458
1564,1564_UKC11,yes,UK,2,93.72266056,0,0,0,0,0,0,54.5752601,-1.339430295
1565,1565_UKC11,yes,UK,2,77.0129173,0,0,0,0,0,0,54.5751621,-1.33996815
1566,1566_UKC11,yes,UK,2,114.4488237,0,0,0,0,0,0,54.57386624,-1.340361187
1567,1567_UKC11,yes,UK,2,104.7965804,0,0,0,0,0,0,54.5753536,-1.3394108
1568,1568_UKC11,yes,UK,2,72.90282907,0,0,0,0,0,0,54.57522333,-1.339985878
1569,1569_UKC11,yes,UK,2,109.9764649,0,0,0,0,0,0,54.57544685,-1.339449771
1570,1570_UKC11,yes,UK,2,85.02438606,0,0,0,0,0,0,54.57531395,-1.340022382
1571,1571_UKC11,yes,UK,2,97.18437621,0,0,0,0,0,0,54.57553115,-1.33950715
1572,1572_UKC11,yes,UK,2,89.7574473,0,0,0,0,0,0,54.57541575,-1.3400448
1573,1573_UKC11,yes,UK,2,126.8742798,0,0,0,0,0,0,54.57566323,-1.33952335
1574,1574_UKC11,yes,UK,2,86.79398975,0,0,0,0,0,0,54.57551515,-1.340075548
1575,1575_UKC11,yes,UK,2,57.56762345,0,0,0,0,0,0,54.5760016,-1.3398965
1576,1576_UKC11,yes,UK,2,90.36552533,0,0,0,0,0,0,54.5756385,-1.3400879
1577,1577_UKC11,yes,UK,2,99.89690131,0,0,0,0,0,0,54.57361885,-1.3399249
1578,1578_UKC11,yes,UK,2,59.73624484,0,0,0,0,0,0,54.575995,-1.3399882
1579,1579_UKC11,yes,UK,2,119.1058939,0,0,0,0,0,0,54.5757467,-1.340225586
1580,1580_UKC11,yes,UK,2,66.42230425,0,0,0,0,0,0,54.57605615,-1.3401692
1581,1581_UKC11,yes,UK,2,126.6544849,0,0,0,0,0,0,54.57562639,-1.340625291
1582,1582_UKC11,yes,UK,2,59.01282571,0,0,0,0,0,0,54.57605114,-1.340261073
1583,1583_UKC11,yes,UK,2,146.2682124,0,0,0,0,0,0,54.57550004,-1.340585671
1584,1584_UKC11,yes,UK,2,57.99712937,0,0,0,0,0,0,54.57602067,-1.34042379
1585,1585_UKC11,yes,UK,2,127.5707304,0,0,0,0,0,0,54.57537234,-1.340541849
1586,1586_UKC11,yes,UK,2,75.37975114,0,0,0,0,0,0,54.57601484,-1.340537674
1587,1587_UKC11,yes,UK,2,127.103167,0,0,0,0,0,0,54.57525012,-1.340487975
1588,1588_UKC11,yes,UK,2,92.36329576,0,0,0,0,0,0,54.573893,-1.3401828
1589,1589_UKC11,yes,UK,2,162.7921784,0,0,0,0,0,0,54.57595326,-1.340782878
1590,1590_UKC11,yes,UK,2,129.0850381,0,0,0,0,0,0,54.57512703,-1.340432292
1591,1591_UKC11,yes,UK,2,128.0318343,0,0,0,0,0,0,54.57584174,-1.340982268
1592,1592_UKC11,yes,UK,2,157.731745,0,0,0,0,0,0,54.57501371,-1.340367387
1593,1593_UKC11,yes,UK,2,156.6818541,0,0,0,0,0,0,54.57499227,-1.340912337
1594,1594_UKC11,yes,UK,2,131.7053672,0,0,0,0,0,0,54.57479872,-1.340414428
1595,1595_UKC11,yes,UK,2,132.0371268,0,0,0,0,0,0,54.57478395,-1.340629211
1596,1596_UKC11,yes,UK,2,130.7388214,0,0,0,0,0,0,54.57474843,-1.340855478
1597,1597_UKC11,yes,UK,2,88.67973525,0,0,0,0,0,0,54.57365247,-1.339756791
1598,1598_UKC11,yes,UK,2,129.2498931,0,0,0,0,0,0,54.57470756,-1.34103429
1599,1599_UKC11,yes,UK,2,131.8205949,0,0,0,0,0,0,54.57468208,-1.341239045
1600,1600_UKC11,yes,UK,2,138.2183094,0,0,0,0,0,0,54.57464829,-1.341462426
1601,1601_UKC11,yes,UK,2,132.7448561,0,0,0,0,0,0,54.57462018,-1.341646723
1602,1602_UKC11,yes,UK,2,119.8488475,0,0,0,0,0,0,54.57398595,-1.339949898
1603,1603_UKC11,yes,UK,2,92.90903306,0,0,0,0,0,0,54.57378446,-1.339564733
1604,1604_UKC11,yes,UK,2,94.53235816,0,0,0,0,0,0,54.57412628,-1.33984583
1605,1605_UKC11,yes,UK,2,49.45523479,0,0,0,0,0,0,54.57594025,-1.33971155
1606,1606_UKC11,yes,UK,2,108.0613961,0,0,0,0,0,0,54.57602551,-1.33865119
1607,1607_UKC11,yes,UK,2,55.3651474,0,0,0,0,0,0,54.57618535,-1.33980005
1608,1608_UKC11,yes,UK,2,84.01953977,0,0,0,0,0,0,54.57574709,-1.338533736
1609,1609_UKC11,yes,UK,2,78.47169894,0,0,0,0,0,0,54.5764168,-1.33680745
1610,1610_UKC11,yes,UK,2,80.01005825,0,0,0,0,0,0,54.57575505,-1.338375844
1611,1611_UKC11,yes,UK,2,93.44390828,0,0,0,0,0,0,54.57624,-1.337214967
1612,1612_UKC11,yes,UK,2,88.77731351,0,0,0,0,0,0,54.57627155,-1.3365835
1613,1613_UKC11,yes,UK,2,104.3823973,0,0,0,0,0,0,54.57613849,-1.337319033
1614,1614_UKC11,yes,UK,2,126.721187,0,0,0,0,0,0,54.57639271,-1.336470671
1615,1615_UKC11,yes,UK,2,88.38823242,0,0,0,0,0,0,54.57601538,-1.337544355
1616,1616_UKC11,yes,UK,2,111.9429153,0,0,0,0,0,0,54.57648262,-1.33628629
1617,1617_UKC11,yes,UK,2,95.63373544,0,0,0,0,0,0,54.575686,-1.3392006
1618,1618_UKC11,yes,UK,2,115.8091806,0,0,0,0,0,0,54.57616322,-1.338716582
1619,1619_UKC11,yes,UK,2,53.38788368,0,0,0,0,0,0,54.5762379,-1.33981295
1620,1620_UKC11,yes,UK,2,72.96538895,0,0,0,0,0,0,54.57592399,-1.337489678
1621,1621_UKC11,yes,UK,10,115.1083647,0,0,0,0,0,0,54.57640133,-1.336030847
1622,1622_UKC11,yes,UK,2,60.56386739,0,0,0,0,0,0,54.5758388,-1.3370807
1623,1623_UKC11,yes,UK,10,76.03225845,0,0,0,0,0,0,54.57628635,-1.3360408
1624,1624_UKC11,yes,UK,2,69.81850186,0,0,0,0,0,0,54.57592965,-1.336987967
1625,1625_UKC11,yes,UK,10,55.86716775,0,0,0,0,0,0,54.57618455,-1.3360276
1626,1626_UKC11,yes,UK,2,84.22688701,0,0,0,0,0,0,54.57601444,-1.336907599
1627,1627_UKC11,yes,UK,10,61.88872411,0,0,0,0,0,0,54.57609615,-1.33612915
1628,1628_UKC11,yes,UK,2,70.08144206,0,0,0,0,0,0,54.57611063,-1.336803856
1629,1629_UKC11,yes,UK,2,57.17009259,0,0,0,0,0,0,54.57594638,-1.339617567
1630,1630_UKC11,yes,UK,2,94.09965495,0,0,0,0,0,0,54.57626902,-1.338704327
1631,1631_UKC11,yes,UK,2,88.62312044,0,0,0,0,0,0,54.57633967,-1.339224475
1632,1632_UKC11,yes,UK,2,67.01532023,0,0,0,0,0,0,54.57598585,-1.336426532
1633,1633_UKC11,yes,UK,2,96.5223527,0,0,0,0,0,0,54.57589237,-1.336543235
1634,1634_UKC11,yes,UK,2,75.54498888,0,0,0,0,0,0,54.57580638,-1.336598519
1635,1635_UKC11,yes,UK,2,77.19068268,0,0,0,0,0,0,54.57573555,-1.336668624
1636,1636_UKC11,yes,UK,2,84.26203113,0,0,0,0,0,0,54.57562223,-1.336226526
1637,1637_UKC11,yes,UK,2,84.18332715,0,0,0,0,0,0,54.57570076,-1.339038643
1638,1638_UKC11,yes,UK,2,91.76335801,0,0,0,0,0,0,54.57637115,-1.3387273
1639,1639_UKC11,yes,UK,2,80.36098843,0,0,0,0,0,0,54.5762339,-1.3392063
1640,1640_UKC11,yes,UK,2,104.0208839,0,0,0,0,0,0,54.57568603,-1.336064384
1641,1641_UKC11,yes,UK,2,95.14852988,0,0,0,0,0,0,54.57582115,-1.3360345
1642,1642_UKC11,yes,UK,2,86.25380283,0,0,0,0,0,0,54.5765608,-1.337334
1643,1643_UKC11,yes,UK,2,87.76141831,0,0,0,0,0,0,54.57644288,-1.338071977
1644,1644_UKC11,yes,UK,2,87.96686022,0,0,0,0,0,0,54.5761288,-1.33918375
1645,1645_UKC11,yes,UK,2,87.40141363,0,0,0,0,0,0,54.57570781,-1.338867209
1646,1646_UKC11,yes,UK,2,89.44378995,0,0,0,0,0,0,54.57634529,-1.338057033
1647,1647_UKC11,yes,UK,2,102.5096394,0,0,0,0,0,0,54.57599131,-1.339158095
1648,1648_UKC11,yes,UK,2,89.29192164,0,0,0,0,0,0,54.576507,-1.3371505
1649,1649_UKC11,yes,UK,2,101.8416234,0,0,0,0,0,0,54.57625092,-1.338022671
1650,1650_UKC11,yes,UK,2,87.70300303,0,0,0,0,0,0,54.57572144,-1.338698845
1651,1651_UKC11,yes,UK,2,116.2157117,0,0,0,0,0,0,54.57609395,-1.3381655
1652,1652_UKC11,yes,UK,2,81.17381182,0,0,0,0,0,0,54.57644319,-1.336987545
1653,1653_UKC11,yes,UK,2,78.47177894,0,0,0,0,0,0,54.5740453,-1.337168351
1654,1654_UKC11,yes,UK,2,42.17239936,0,0,0,0,0,0,54.57515464,-1.336185382
1655,1655_UKC11,yes,UK,2,48.73652189,0,0,0,0,0,0,54.57522513,-1.336333228
1656,1656_UKC11,yes,UK,2,135.8999669,0,0,0,0,0,0,54.57389099,-1.337325913
1657,1657_UKC11,yes,UK,2,46.3325803,0,0,0,0,0,0,54.57525956,-1.336304344
1658,1658_UKC11,yes,UK,2,49.54595768,0,0,0,0,0,0,54.57529391,-1.336274178
1659,1659_UKC11,yes,UK,2,42.13133432,0,0,0,0,0,0,54.57532729,-1.336246632
1660,1660_UKC11,yes,UK,2,48.80279299,0,0,0,0,0,0,54.5753701,-1.3362073
1661,1661_UKC11,yes,UK,2,46.33241694,0,0,0,0,0,0,54.57540456,-1.336178444
1662,1662_UKC11,yes,UK,2,49.50097197,0,0,0,0,0,0,54.57543889,-1.336148305
1663,1663_UKC11,yes,UK,2,42.19626085,0,0,0,0,0,0,54.57547226,-1.336120699
1664,1664_UKC11,yes,UK,2,48.75640315,0,0,0,0,0,0,54.57491045,-1.33639245
1665,1665_UKC11,yes,UK,2,46.27109838,0,0,0,0,0,0,54.57494489,-1.336363589
1666,1666_UKC11,yes,UK,2,67.5298191,0,0,0,0,0,0,54.57424805,-1.336956781
1667,1667_UKC11,yes,UK,2,49.54633687,0,0,0,0,0,0,54.57497921,-1.336333378
1668,1668_UKC11,yes,UK,2,42.1918734,0,0,0,0,0,0,54.57501263,-1.336305879
1669,1669_UKC11,yes,UK,2,69.85883391,0,0,0,0,0,0,54.57418801,-1.337014275
1670,1670_UKC11,yes,UK,2,48.75623476,0,0,0,0,0,0,54.57505245,-1.33627195
1671,1671_UKC11,yes,UK,2,46.27093872,0,0,0,0,0,0,54.57508689,-1.336243089
1672,1672_UKC11,yes,UK,2,66.12481779,0,0,0,0,0,0,54.57409931,-1.33710196
1673,1673_UKC11,yes,UK,2,49.60940573,0,0,0,0,0,0,54.57512124,-1.336212921
1674,1674_UKC11,yes,UK,2,490.4763494,0,0,0,0,0,0,54.57463204,-1.336622397
1675,1675_UKC11,yes,UK,2,113.6565591,0,0,0,0,0,0,54.57440455,-1.3373709
1676,1676_UKC11,yes,UK,2,95.07529036,0,0,0,0,0,0,54.57472904,-1.338210432
1677,1677_UKC11,yes,UK,2,104.8370315,0,0,0,0,0,0,54.57538379,-1.337674632
1678,1678_UKC11,yes,UK,2,41.22978474,0,0,0,0,0,0,54.57493033,-1.337139551
1679,1679_UKC11,yes,UK,2,122.2944666,0,0,0,0,0,0,54.57494531,-1.338017478
1680,1680_UKC11,yes,UK,2,108.2677163,0,0,0,0,0,0,54.57575732,-1.337479976
1681,1681_UKC11,yes,UK,2,70.49083319,0,0,0,0,0,0,54.57563985,-1.337475319
1682,1682_UKC11,yes,UK,2,39.98247584,0,0,0,0,0,0,54.57489033,-1.337002401
1683,1683_UKC11,yes,UK,2,68.63281086,0,0,0,0,0,0,54.57555853,-1.337554458
1684,1684_UKC11,yes,UK,2,37.59922863,0,0,0,0,0,0,54.5748734,-1.33694135
1685,1685_UKC11,yes,UK,2,108.6424662,0,0,0,0,0,0,54.5746022,-1.3377285
1686,1686_UKC11,yes,UK,2,43.46756698,0,0,0,0,0,0,54.57485572,-1.336877548
1687,1687_UKC11,yes,UK,2,74.80549527,0,0,0,0,0,0,54.57482648,-1.337779506
1688,1688_UKC11,yes,UK,2,31.71526883,0,0,0,0,0,0,54.57513147,-1.336559733
1689,1689_UKC11,yes,UK,2,86.65288972,0,0,0,0,0,0,54.57491659,-1.337713532
1690,1690_UKC11,yes,UK,2,90.3733651,0,0,0,0,0,0,54.57460963,-1.337101939
1691,1691_UKC11,yes,UK,2,160.6855242,0,0,0,0,0,0,54.57457629,-1.338325507
1692,1692_UKC11,yes,UK,2,81.49927468,0,0,0,0,0,0,54.57518138,-1.337831708
1693,1693_UKC11,yes,UK,2,36.74439245,0,0,0,0,0,0,54.57514877,-1.336619366
1694,1694_UKC11,yes,UK,2,49.86487504,0,0,0,0,0,0,54.57501133,-1.337625433
1695,1695_UKC11,yes,UK,2,31.13744513,0,0,0,0,0,0,54.57516592,-1.336678533
1696,1696_UKC11,yes,UK,2,33.76057122,0,0,0,0,0,0,54.57505201,-1.337592227
1697,1697_UKC11,yes,UK,2,43.05676053,0,0,0,0,0,0,54.57517924,-1.336741958
1698,1698_UKC11,yes,UK,2,31.82965573,0,0,0,0,0,0,54.57508395,-1.337566233
1699,1699_UKC11,yes,UK,2,34.54736426,0,0,0,0,0,0,54.57520227,-1.336802434
1700,1700_UKC11,yes,UK,2,35.05803489,0,0,0,0,0,0,54.57511653,-1.337539722
1701,1701_UKC11,yes,UK,2,25.86100502,0,0,0,0,0,0,54.57521771,-1.336855516
1702,1702_UKC11,yes,UK,2,35.70062645,0,0,0,0,0,0,54.57515097,-1.337511596
1703,1703_UKC11,yes,UK,2,107.2384524,0,0,0,0,0,0,54.57428925,-1.337464
1704,1704_UKC11,yes,UK,2,82.69969627,0,0,0,0,0,0,54.57451993,-1.337856865
1705,1705_UKC11,yes,UK,2,123.6274207,0,0,0,0,0,0,54.57459009,-1.338524829
1706,1706_UKC11,yes,UK,2,79.69691317,0,0,0,0,0,0,54.57521893,-1.337982451
1707,1707_UKC11,yes,UK,2,37.3404691,0,0,0,0,0,0,54.57523382,-1.336911098
1708,1708_UKC11,yes,UK,2,80.98228226,0,0,0,0,0,0,54.57520769,-1.337337731
1709,1709_UKC11,yes,UK,2,81.57653973,0,0,0,0,0,0,54.57538705,-1.33670065
1710,1710_UKC11,yes,UK,2,80.0332308,0,0,0,0,0,0,54.57530198,-1.337254976
1711,1711_UKC11,yes,UK,2,74.2297322,0,0,0,0,0,0,54.5754717,-1.33663565
1712,1712_UKC11,yes,UK,2,74.05948435,0,0,0,0,0,0,54.57549179,-1.337104462
1713,1713_UKC11,yes,UK,2,73.18812605,0,0,0,0,0,0,54.57555796,-1.336559194
1714,1714_UKC11,yes,UK,2,75.21829831,0,0,0,0,0,0,54.57556551,-1.337037613
1715,1715_UKC11,yes,UK,2,101.3954003,0,0,0,0,0,0,54.57565705,-1.336989432
1716,1716_UKC11,yes,UK,2,69.62120208,0,0,0,0,0,0,54.57464969,-1.337228462
1717,1717_UKC11,yes,UK,2,91.8188947,0,0,0,0,0,0,54.5746457,-1.338696469
1718,1718_UKC11,yes,UK,2,90.50622558,0,0,0,0,0,0,54.57528693,-1.338229888
1719,1719_UKC11,yes,UK,2,118.1896098,0,0,0,0,0,0,54.5741816,-1.337564851
1720,1720_UKC11,yes,UK,2,147.8234437,0,0,0,0,0,0,54.57473239,-1.338812312
1721,1721_UKC11,yes,UK,2,98.1019976,0,0,0,0,0,0,54.5754014,-1.33818905
1722,1722_UKC11,yes,UK,2,67.71671842,0,0,0,0,0,0,54.574709,-1.33734
1723,1723_UKC11,yes,UK,2,113.0927543,0,0,0,0,0,0,54.57487522,-1.338670595
1724,1724_UKC11,yes,UK,2,73.28114847,0,0,0,0,0,0,54.57550805,-1.338139468
1725,1725_UKC11,yes,UK,2,121.0736555,0,0,0,0,0,0,54.5743309,-1.338004066
1726,1726_UKC11,yes,UK,2,94.67758,0,0,0,0,0,0,54.5749872,-1.338576168
1727,1727_UKC11,yes,UK,2,64.72852762,0,0,0,0,0,0,54.57558503,-1.33805871
1728,1728_UKC11,yes,UK,2,50.21908516,0,0,0,0,0,0,54.5749539,-1.337206501
1729,1729_UKC11,yes,UK,2,109.3815845,0,0,0,0,0,0,54.57506156,-1.338406661
